Technischer Schlüssel;Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name des Planungsraumes
00008100_000e3be8;00008100:000e3be8;102126;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Wismarer Straße 18a WG;Säule der Gefangenen;-;-;381,00;gewidmet;06300631;Goerzwerke
00008100_000e399f;00008100:000e399f;101670;Steglitz-Zehlendorf;Steglitz;Grünanlage;Matthäuskirche WG;Schloßstraße bis Rothenburgstraße;-;-;9433,90;gewidmet;06100101;Fichtenberg
00008100_000e3992;00008100:000e3992;101188;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Mörchinger Straße WG;Berliner Str. 88 bis Dahl. u. Colm. Weg;-;-;10162,30;gewidmet;06300527;Sundgauer Straße
00008100_000e3ada;00008100:000e3ada;100926;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Vierling WG;-;-;-;25119,00;gewidmet;06400838;Krumme Lanke
00008100_00146bc1;00008100:00146bc1;60327;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Frankfurter Allee 1-27;-;-;-;9051,00;gewidmet;02500727;Forckenbeckplatz
00008100_000e3a51;00008100:000e3a51;100738;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Ringelsteinweg WG;zu Kleinmachnower Weg u. Andreezeile;-;-;11360,00;gewidmet;06300525;Zehlendorf Süd
00008100_000e3b0d;00008100:000e3b0d;100886;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Sandmeyerplatz WG;-;-;-;2672,00;gewidmet;06300528;Teltower Damm
00008100_000e3ad2;00008100:000e3ad2;101461;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Zinnowweg WG;Zinnowweg;-;-;9487,00;gewidmet;06400839;Fischerhüttenstraße
00008100_000e3742;00008100:000e3742;101676;Steglitz-Zehlendorf;Steglitz;Grünanlage;Munsterdamm WG-1/2;Kolonie Rauhe Berge;-;-;36046,00;gewidmet;06100204;Munsterdamm
00008100_000e3c40;00008100:000e3c40;102052;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Döhlauer Pfad WG - Teil 1/2;Wunsiedeler Weg bis Alt-Lankwitz;-;-;11330,00;gewidmet;06200311;Alt-Lankwitz
00008100_0016cddc;00008100:0016cddc;00194;Pankow;Pankow;Grünanlage;Klaustaler Platz;Klaustaler-/Harzburger-/ Harzgeroder Str;1998;-;1816,00;gewidmet;03400723;Garbátyplatz
00008100_00146ddb;00008100:00146ddb;60407;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Palisadenstr. zw. Schulweg und Kirche;Palisadenstr. neben 73-74;-;-;650,00;gewidmet;02400521;Friedenstraße
00008100_000e3c29;00008100:000e3c29;101726;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Wedellstraße WG;Verbindung Halbauer Weg und Malteserstr.;-;-;10029,00;gewidmet;06200316;Belßstraße
00008100_000e373c;00008100:000e373c;102084;Steglitz-Zehlendorf;Steglitz;Grünanlage;Stadtpark Steglitz - Teil 2/2;-;-;-;146379,30;gewidmet;06100206;Stadtpark
00008100_000e383e;00008100:000e383e;100948;Steglitz-Zehlendorf;Dahlem;Grünanlage;Kaiser-Wilhelm-Platz WG;-;-;-;19863,00;gewidmet;06400844;Dahlem
00008100_000e3997;00008100:000e3997;102096;Steglitz-Zehlendorf;Steglitz;Grünanlage;Gustav-Mahler-Platz WG;-;-;-;9600,00;gewidmet;06100101;Fichtenberg
00008100_000e3b4f;00008100:000e3b4f;102277;Steglitz-Zehlendorf;Dahlem;Grünanlage;Thielpark und Triestpark Teil 2/2;Brümmerstraße bis Kaiserswerther Straße;-;-;38666,00;gewidmet;06400843;Thielallee
00008100_000e3895;00008100:000e3895;101423;Steglitz-Zehlendorf;Dahlem;Grünanlage;Thielpark und Triestpark Teil 1/2;Auf dem Grat bis Löhleinstraße;-;-;69428,40;gewidmet;06400844;Dahlem
00008100_00146bf2;00008100:00146bf2;60126;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Mollstraße 20-29;-;-;-;6321,00;gewidmet;02400520;Barnimkiez
00008100_000e3c41;00008100:000e3c41;102053;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Bernkastler Platz WG;-;-;-;15690,00;gewidmet;06200313;Lankwitz Kirche
00008100_000e3c60;00008100:000e3c60;102074;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Rathaus Lichterfelde Ost WG;Ostpreußendamm / Schillerstraße;-;-;6926,00;gewidmet;06200421;Königsberger Straße
00008100_0016d083;00008100:0016d083;77850;Pankow;Heinersdorf;Grünanlage;Am Steinberg - Grünanlage am Teich;KGA Freies Land;-;-;1184,00;gewidmet;03300516;Heinersdorf
00008100_00146c5e;00008100:00146c5e;00047;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Lobeckstr./ Alexandrinenstr.;Durchgangsweg;-;-;3168,00;gewidmet;02100105;Prinzenstraße
00008100_000e3c35;00008100:000e3c35;101720;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Schilfluch- / Moorgraben WG;Weg von Wismarer Str. bis Ostpreußendamm;-;-;26284,50;gewidmet;06200420;Lichterfelde Süd
00008100_000e395d;00008100:000e395d;101966;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Krahmerstraße WG-1/2;Wendehammer bis Teltowkanal;-;-;485,00;gewidmet;06300630;Hindenburgdamm
00008100_0016d06c;00008100:0016d06c;00444;Pankow;Französisch Buchholz;Grünanlage;Pasewalker Str./Schmöckpfuhlgraben;An der Löffelbrücke;-;-;3208,00;-;03400724;Wolfshagener Straße
00008100_0016ce3f;00008100:0016ce3f;70201;Pankow;Heinersdorf;Grünanlage;Sleipnerplatz;-;-;-;3895,00;gewidmet;03300516;Heinersdorf
00008100_000e3b24;00008100:000e3b24;101453;Steglitz-Zehlendorf;Schlachtensee;Grünanlage;Paul-Ernst-Park (Östlicher Teil) N;einschließlich Wolfsschlucht;-;-;108633,00;gewidmet;06400838;Krumme Lanke
00008100_000e3c3a;00008100:000e3c3a;102049;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Dorfaue Alt-Lankwitz WG;-;-;-;11742,00;gewidmet;06200311;Alt-Lankwitz
00008100_0016cdd7;00008100:0016cdd7;00167;Pankow;Niederschönhausen;Grünanlage;Lindenberger Str. neben 24;-;-;-;3714,00;gewidmet;03400725;Schlosspark
00008100_000e3af2;00008100:000e3af2;101507;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Kilstetter Straße WG;Hampsteadstraße bis Sundgauer Straße;-;-;10245,00;gewidmet;06300527;Sundgauer Straße
00008100_000e3aad;00008100:000e3aad;101515;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Breitensteinweg WG;Verbindung zum Kleinmachnower Weg;-;-;18204,30;gewidmet;06300525;Zehlendorf Süd
00008100_0016cec9;00008100:0016cec9;70147;Pankow;Blankenburg;Grünanlage;An der Laake 2;Freischützstraße;-;-;1118,00;gewidmet;03300514;Blankenburg
00008100_000e3c6c;00008100:000e3c6c;101699;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Johann-Baptist-Gradl-Grünanlage WG;Blanckertzweg bis Stadtgrenze;-;-;80752,00;gewidmet;06200423;Schütte-Lanz-Straße
00008100_000e3866;00008100:000e3866;101409;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Rehwiese N;-;-;-;150218,60;gewidmet;06400737;Nikolassee
00008100_000e3c50;00008100:000e3c50;102058;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Schwatlograben WG;Ostpreußendamm bis Barnackufer;-;-;11555,50;gewidmet;06200421;Königsberger Straße
00008100_000e395c;00008100:000e395c;101799;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Krahmerstraße WG-2/2;Teltowkanal bis Ostpreußendamm;-;-;2028,40;gewidmet;06200421;Königsberger Straße
00008100_0016cdbd;00008100:0016cdbd;00226;Pankow;Niederschönhausen;Grünanlage;Kuckhoffstr. 36/ Rapoport-Park;Intelligenzsiedlung;-;-;4152,00;gewidmet;03200206;Pastor-Niemöller-Platz
00008100_000e3c43;00008100:000e3c43;102051;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Rathaus Lankwitz WG;Leonorenstraße;-;-;15903,80;gewidmet;06200313;Lankwitz Kirche
00008100_000e3c5a;00008100:000e3c5a;102079;Steglitz-Zehlendorf;Steglitz;Grünanlage;Georg-Von-Siemens-Park WG;-;-;-;4368,90;gewidmet;06100204;Munsterdamm
00008100_000e383c;00008100:000e383c;101434;Steglitz-Zehlendorf;Dahlem;Grünanlage;Argentinische Allee WG;Ecke Clayallee;-;-;3813,00;gewidmet;06400842;Hüttenweg
00008100_00146bba;00008100:00146bba;60360;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Boxhagener Str. 119, Zufahrt;Frankfurter Tor;-;2017;733,00;gewidmet;02500830;Niederbarnimstraße
00008100_000e3b8b;00008100:000e3b8b;102219;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Grünzug am Buschgraben WG-3/3;Hegauer Weg;-;-;2306,00;gewidmet;06300524;Berlepschstraße
00008100_000e3c55;00008100:000e3c55;102062;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Augustaplatz WG;-;-;-;7466,50;gewidmet;06300633;Augustaplatz
00008100_0016d370;00008100:0016d370;70846;Pankow;Prenzlauer Berg;Grünanlage;Kniprodestr. 64;-;-;-;2872,00;gewidmet;03601449;Michelangelostraße
00008100_000e3a1f;00008100:000e3a1f;101656;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Sachtlebenstraße WG;-;-;-;8889,00;gewidmet;06300525;Zehlendorf Süd
00008100_000e3ade;00008100:000e3ade;101522;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Sundgauer Straße WG;Fuchsplatz;-;-;8364,00;gewidmet;06300527;Sundgauer Straße
00008100_0022d2a3;00008100:0022d2a3;102393;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Gemeindepark Lankwitz - Teil 1/2;-;-;-;20725,90;gewidmet;06200315;Gallwitzallee
00008100_0022d210;00008100:0022d210;102313;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Eduard-Spranger-Promenade - Teil 1/2;Bereich um Ikarus;-;-;5829,00;gewidmet;06200421;Königsberger Straße
00008100_0016d10b;00008100:0016d10b;00738;Pankow;Niederschönhausen;Grünanlage;Fritz-Reuter-Str. 29-30;Kreuzgrabengrünzug;2017;-;1775,00;gewidmet;03200207;Herthaplatz
00008100_0016cf21;00008100:0016cf21;79503;Pankow;Prenzlauer Berg;Grünanlage;"""Bornholm I"" - Randgrün";-;-;-;12,00;-;03601139;Norweger Viertel
00008100_00146d00;00008100:00146d00;63281;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Lasdehner Straße 13, 15;Durchgang Kadiner Str.;-;-;1542,00;gewidmet;02400624;Weberwiese
00008100_00146c1a;00008100:00146c1a;60463;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Stralauer Platz 33-34;am Ufer;-;-;788,00;gewidmet;02400623;Andreasviertel
00008100_00146d55;00008100:00146d55;61541;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Weidenweg ggü. 5;Karl-Marx-Allee hinter 103B;-;-;128,00;gewidmet;02400522;Richard-Sorge-Viertel
00008100_000e3b92;00008100:000e3b92;102213;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Krumme Lanke N-1/2;nördlich Quermatenweg;-;-;279295,20;gewidmet;06400838;Krumme Lanke
00008100_00146e2d;00008100:00146e2d;50071;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Chamissoplatz;-;-;-;2237,00;gewidmet;02200211;Chamissokiez
00008100_00146d11;00008100:00146d11;60448;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Pettenkoferstr. 5;-;2011;-;929,00;gewidmet;02500729;Pettenkofer Straße
00008100_00146e64;00008100:00146e64;50002;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Wilhelmstr. vor 15, Hedemannstr. 10;-;-;-;971,00;gewidmet;02100102;Mehringplatz
00008100_000e387b;00008100:000e387b;100942;Steglitz-Zehlendorf;Dahlem;Grünanlage;Dreipfuhlpark WG;Garystraße bis Schützallee;-;-;52229,00;gewidmet;06400843;Thielallee
00008100_00146bf7;00008100:00146bf7;60115;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Platz der Vereinten Nationen 1-2;Brunnen;-;-;7108,00;gewidmet;02400520;Barnimkiez
00008100_000e387d;00008100:000e387d;100960;Steglitz-Zehlendorf;Schlachtensee;Grünanlage;Paul-Ernst-Park (Westlicher Teil) N;-;-;-;50093,40;gewidmet;06400737;Nikolassee
00008100_000e3a2b;00008100:000e3a2b;101651;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Bolchener Straße WG;Armywiese;-;-;6738,00;gewidmet;06300527;Sundgauer Straße
00008100_000e3c28;00008100:000e3c28;102040;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Marchandstraße WG;Verbindung zur Kolonie Königsgraben;-;-;5967,00;gewidmet;06200317;Lankwitz Süd
00008100_000e3982;00008100:000e3982;101195;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Yehudi-Menuhin-Park WG;Am Rohrgarten/Wiesenschlag;-;-;29352,00;gewidmet;06400736;Düppel
00008100_000e3c4a;00008100:000e3c4a;102057;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Ahlener Weg WG;Lippstädter Straße bis Ahlener Weg;-;-;7393,40;gewidmet;06200420;Lichterfelde Süd
00008100_000e374d;00008100:000e374d;102085;Steglitz-Zehlendorf;Steglitz;Grünanlage;Markusplatz WG;-;-;-;5716,10;gewidmet;06100205;Südende
00008100_000e3749;00008100:000e3749;101678;Steglitz-Zehlendorf;Steglitz;Grünanlage;Jochen-Klepper-Park WG;Kottesteig bis Gurlittstraße;-;-;3678,00;gewidmet;06100204;Munsterdamm
00008100_000e3884;00008100:000e3884;100950;Steglitz-Zehlendorf;Dahlem;Grünanlage;Am Erlenbusch WG;-;-;-;24459,00;gewidmet;06400844;Dahlem
00008100_000e38a4;00008100:000e38a4;100944;Steglitz-Zehlendorf;Dahlem;Grünanlage;Clayallee WG;-;-;-;22263,90;gewidmet;06400842;Hüttenweg
00008100_00146e42;00008100:00146e42;50040;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Oberbaumstr. 4;May-Ayim-Ufer;-;-;3988,50;gewidmet;02300316;Köpenicker Straße
00008100_00146ba6;00008100:00146ba6;60137;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Singerstr. 23-28;-;-;-;2085,00;gewidmet;02400623;Andreasviertel
00008100_00146d64;00008100:00146d64;60982;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Friedenstraße;-;-;-;832,00;gewidmet;02400521;Friedenstraße
00008100_00146d09;00008100:00146d09;61621;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Am Oberbaum;-;-;-;728,00;gewidmet;02400625;Wriezener Bahnhof
00008100_002891a5;00008100:002891a5;62410;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Kynaststr. 4, 5;am Uferweg Paul-und-Paula-Ufer;-;-;2103,00;gewidmet;02500836;Stralauer Halbinsel
00008100_000e38a3;00008100:000e38a3;100946;Steglitz-Zehlendorf;Dahlem;Grünanlage;Messelpark WG;-;-;-;42156,00;gewidmet;06400844;Dahlem
00008100_000e3841;00008100:000e3841;101370;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Gemeindewäldchen WG-2/2;Forststraße bis S-Bahn-Brücke;-;-;5257,00;gewidmet;06400839;Fischerhüttenstraße
00008100_000e3a73;00008100:000e3a73;100729;Steglitz-Zehlendorf;Wannsee;Grünanlage;Dampferanlegestelle Wannsee N;Grünfläche am S-Bhf Wannsee;1986;-;42077,30;gewidmet;06400735;Wannsee
00008100_00146bc5;00008100:00146bc5;60113;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Karl-Marx-Allee 70A-I;vor Häuserblock;-;-;4258,00;gewidmet;02400623;Andreasviertel
00008100_000e3c46;00008100:000e3c46;101711;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Teltowkanalpromenade - Teil 2/3;Königsberger Straße bis Prettauer Pfad;-;-;19516,70;gewidmet;06300631;Goerzwerke
00008100_000e3840;00008100:000e3840;101361;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Wilskistraße WG;-;-;-;7604,00;gewidmet;06400839;Fischerhüttenstraße
00008100_000e3ab6;00008100:000e3ab6;101491;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Schweizerhof Park;-;-;-;87961,00;gewidmet;06300528;Teltower Damm
00008100_000e39ad;00008100:000e39ad;101661;Steglitz-Zehlendorf;Steglitz;Grünanlage;Björnsonstraße WG;-;-;-;681,00;gewidmet;06100101;Fichtenberg
00008100_000e39ac;00008100:000e39ac;101660;Steglitz-Zehlendorf;Steglitz;Grünanlage;Schildhornstraße WG;-;-;-;5918,00;gewidmet;06100103;Markelstraße
00008100_0022d23f;00008100:0022d23f;102394;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Lilienthal-Gedenkstätte WG - Teil 1/3;Fliegeberg;-;-;21999,00;gewidmet;06200423;Schütte-Lanz-Straße
00008100_0024368c;00008100:0024368c;102416;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Lanke-Aue WG;Alt-Lankwitz 53 - 57;-;-;3093,80;gewidmet;06200311;Alt-Lankwitz
00008100_00146dd6;00008100:00146dd6;60399;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Frankfurter Tor 1-2;Zierfische;-;-;1176,00;gewidmet;02400522;Richard-Sorge-Viertel
00008100_000e3c5e;00008100:000e3c5e;102075;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Eduard-Spranger-Promenade - Teil 2/2;Teltowkanalpark;-;-;54708,60;gewidmet;06200421;Königsberger Straße
00008100_000e3c1d;00008100:000e3c1d;102035;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Tambacher Straße WG;-;-;-;680,00;gewidmet;06200317;Lankwitz Süd
00008100_000e3c59;00008100:000e3c59;101686;Steglitz-Zehlendorf;Steglitz;Grünanlage;Maulbronner Ufer WG;Attilastraße 86;-;-;10047,50;gewidmet;06100205;Südende
00008100_00146d0e;00008100:00146d0e;63861;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;An der Ostbahn, Grünanl.;-;-;-;788,00;gewidmet;02400625;Wriezener Bahnhof
00008100_000e39af;00008100:000e39af;101673;Steglitz-Zehlendorf;Steglitz;Grünanlage;Lauenburger Platz WG;Kniephofstraße 47;-;-;5085,90;gewidmet;06100209;Feuerbachstraße
00008100_000e3b10;00008100:000e3b10;101476;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Grünzug Düppel-Süd WG;Berlepschstraße bis Neuruppiner Straße;-;-;23119,20;gewidmet;06300524;Berlepschstraße
00008100_000e395f;00008100:000e395f;101967;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Hospitalgraben WG;Malteserstraße bis Wedellstraße;-;-;7727,00;gewidmet;06200311;Alt-Lankwitz
00008100_000e3c32;00008100:000e3c32;102045;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Gemeindepark Lankwitz - Teil 2/2;-;-;-;72010,40;gewidmet;06200315;Gallwitzallee
00008100_000e3c51;00008100:000e3c51;102061;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Schloßpark Lichterfelde;-;-;-;24115,90;gewidmet;06300630;Hindenburgdamm
00008100_000e3a57;00008100:000e3a57;100748;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Heinrich-Laehr-Park;einschl. Durchgang zur Jänickestraße;-;-;266169,60;gewidmet;06300528;Teltower Damm
00008100_000e3bed;00008100:000e3bed;102120;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Brettnacher Straße WG;an der S-Bahn;-;-;10063,00;gewidmet;06300527;Sundgauer Straße
00008100_000e3a66;00008100:000e3a66;100740;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Teltowkanalwiesen N;östlich der Teltowwerft;-;-;12866,60;gewidmet;06300525;Zehlendorf Süd
00008100_000e3be7;00008100:000e3be7;102127;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Stammbahn N;Benschallee bis Schrockstraße;-;-;48056,00;gewidmet;06400736;Düppel
00008100_000e3c82;00008100:000e3c82;101983;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Waltershauser Straße WG;incl. Weg an der Kolonie Lankwitz Zieten;-;-;21366,00;gewidmet;06200315;Gallwitzallee
00008100_00146bff;00008100:00146bff;60119;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Simplonstr./ Gabriel-Max-Str./ Wühlischstr.;Dreieck;-;-;665,00;gewidmet;02500834;Revaler Straße
00008100_000e3c5c;00008100:000e3c5c;101692;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Marienplatz WG;-;-;-;13707,00;gewidmet;06200421;Königsberger Straße
00008100_000e3a55;00008100:000e3a55;100783;Steglitz-Zehlendorf;Schlachtensee;Grünanlage;Wasgenstraße WG;Verbindung zur Tewsstr. und zur Kurstr.;-;-;8342,00;gewidmet;06400737;Nikolassee
00008100_00146b8b;00008100:00146b8b;60309;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Straße der Pariser Kommune vor 11-17;Franz Mehring Platz vor 2-5;-;-;13006,00;gewidmet;02400623;Andreasviertel
00008100_00146d35;00008100:00146d35;62400;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Ede-und-Unku-Weg, Grünanl.;Durchwegung Dossestr.- Scharnweberstr.;-;-;635,00;gewidmet;02500832;Traveplatz
00008100_000e3889;00008100:000e3889;100945;Steglitz-Zehlendorf;Dahlem;Grünanlage;Finkenpark WG;-;-;-;38791,10;gewidmet;06400844;Dahlem
00008100_0022d278;00008100:0022d278;102395;Steglitz-Zehlendorf;Steglitz;Grünanlage;Stadtpark Steglitz - Teil 1/2;Bereich Rosengarten und Brunnen;-;-;15615,70;gewidmet;06100206;Stadtpark
00008100_000e3c73;00008100:000e3c73;101696;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Lilienthal-Gedenkstätte WG - Teil 2/3;Schütte-Lanz-Str. bis Hildburghauser Str;-;-;50289,70;gewidmet;06200423;Schütte-Lanz-Straße
00008100_00146bf0;00008100:00146bf0;60322;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Karl-Marx-Allee 71-143;3 Teilstücke;-;-;18373,00;gewidmet;02400522;Richard-Sorge-Viertel
00008100_00146e1f;00008100:00146e1f;50084;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Mehringdamm 90;Wilhelmshöhe;-;-;2100,00;gewidmet;02200209;Viktoriapark
00008100_000e3b43;00008100:000e3b43;101454;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Krumme Lanke N-2/2;südlich Quermatenweg;-;-;91070,60;gewidmet;06400840;Fischtal
00008100_000e3c61;00008100:000e3c61;102077;Steglitz-Zehlendorf;Steglitz;Grünanlage;Bäkepark;-;-;-;80260,00;gewidmet;06100207;Mittelstraße
00008100_00264c25;00008100:00264c25;60245;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Lasdehner Str. 22;-;-;-;400,00;gewidmet;02400624;Weberwiese
00008100_00146e24;00008100:00146e24;50082;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Waterloo-Ufer 7 / Blücherplatz;Grillplatz;-;-;9313,00;gewidmet;02200210;Urbanstraße
00008100_000e3c78;00008100:000e3c78;101978;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Teltowkanalpromenade - Teil 3/3 WG;Prettauer Pfad bis Teltower Damm;-;-;31124,60;gewidmet;06300631;Goerzwerke
00008100_000e3c4d;00008100:000e3c4d;101708;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Dorfaue Lichterfelde West WG;Hindenburgdamm;-;-;6917,70;gewidmet;06300633;Augustaplatz
00008100_000e3b07;00008100:000e3b07;101484;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Paul-Mebes-Park WG;-;-;-;20403,00;gewidmet;06300526;Zehlendorf Mitte
00008100_00146e31;00008100:00146e31;50067;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Zossener Str. 65;Heilig-Kreuz-Kirche;-;-;2505,00;gewidmet;02200210;Urbanstraße
00008100_00146e61;00008100:00146e61;50007;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Hallesches Ufer/ Mehringplatz;-;2021;-;5110,00;gewidmet;02100102;Mehringplatz
00008100_000e3a9c;00008100:000e3a9c;100775;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Fischtalpark WG;-;-;-;88326,80;gewidmet;06400840;Fischtal
00008100_00146b84;00008100:00146b84;60296;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Weidenweg vor Friedhof;Friedensstr. 80;-;-;1020,00;gewidmet;02400521;Friedenstraße
00008100_00146bb6;00008100:00146bb6;60351;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Lichtenberger Straße 13-16, Hinterland;Neue Weberstr./ Palisadenstr.;-;2024;1316,00;gewidmet;02400521;Friedenstraße
00008100_00146b83;00008100:00146b83;60138;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Stralauer Allee vor 31-33;Modersohnstr./ Danneckerstr.;-;-;2712,00;gewidmet;02500835;Stralauer Kiez
00008100_000e3cc3;00008100:000e3cc3;101753;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Pappritz- / Wichurastraße WG-1/2;Keffenbrinkweg bis Preysingstraße;-;-;19823,10;gewidmet;06200316;Belßstraße
00008100_000e3b49;00008100:000e3b49;101438;Steglitz-Zehlendorf;Dahlem;Grünanlage;Corrensplatz WG;-;-;-;7395,00;gewidmet;06400843;Thielallee
00008100_000e3ae9;00008100:000e3ae9;101519;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Von-der-Trenck-Straße 9 WG;Barnhelmstraße bis Von-der-Trenck-Straße;-;-;1219,00;gewidmet;06400736;Düppel
00008100_000e398d;00008100:000e398d;101194;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Wupperstraße N;-;-;-;1843,00;gewidmet;06300528;Teltower Damm
00008100_000e3c96;00008100:000e3c96;101991;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Schilfluch- / Moorgraben N;Landschaftsschutzgebiet Lichterfelde;-;-;14606,00;gewidmet;06200420;Lichterfelde Süd
00008100_000e3984;00008100:000e3984;101182;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Onkel-Toms-Hütte N;Onkel-Tom-Straße 172;-;-;19490,00;gewidmet;06400838;Krumme Lanke
00008100_00146b99;00008100:00146b99;60141;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Georgenkirchstr. 4-5;-;-;2002;989,00;gewidmet;02400520;Barnimkiez
00008100_000e388a;00008100:000e388a;101435;Steglitz-Zehlendorf;Dahlem;Grünanlage;Garystraße WG;Ecke Clayallee;-;-;6622,00;gewidmet;06400843;Thielallee
00008100_0016cf16;00008100:0016cf16;79681;Pankow;Prenzlauer Berg;Grünanlage;"""Neues Heim"" - Randgrün";-;-;-;60,00;-;03601450;Volkspark Prenzlauer Berg
00008100_000e3ab7;00008100:000e3ab7;101495;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Schönower Park;-;-;-;57099,50;gewidmet;06300528;Teltower Damm
