district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
7200414,Hohenfriedbergstraße,7.25,30,7.39,2012
7300515,Taunusstraße,8.2,67,8.23,2012
7300516,Odenwaldstraße,8.45,140,8.51,2012
7300517,Perelsplatz,7.87,103,8.12,2012
7300618,Ceciliengärten,8.03,111,8.15,2012
7300619,Grazer Platz,7.26,150,7.41,2012
7400720,Gontermannstraße,7.35,63,7.44,2012
7400721,Paradestraße,6.77,26,7.43,2012
7400822,Lindenhofsiedlung,7,4,7.42,2012
7400823,Wittekindstraße,6.79,122,6.9,2012
7400824,Bosepark,7,59,7.08,2012
7400825,Friedrich-Karl-Straße,7.04,129,7.2,2012
7400826,Marienhöhe,6.51,32,6.86,2012
7400927,Rathaus Tempelhof,6.99,144,7.06,2012
7400928,Germaniagarten,7.5,97,7.02,2012
7501029,Ringstraße,6.99,118,7.01,2012
7501030,Machonstraße,6.37,101,6.64,2012
7501031,Eisenacher Straße,6.5,117,6.39,2012
7501032,Imbrosweg,6.6,72,6.82,2012
7501133,Fritz-Werner-Straße,6.47,92,6.48,2012
7501134,Hundsteinweg,6.62,76,6.82,2012
7501135,Birnhornweg,7.06,12,7.29,2012
7601236,Marienfelder Allee Nordwest,6.3,117,6.35,2012
7601237,Kirchstraße,6.63,34,7,2012
7601238,Marienfelde Nordost,8.13,11,7.78,2012
7601339,Tirschenreuther Ring West,5.94,48,5.71,2012
7601340,Tirschenreuther Ring Ost,5.9,118,6.2,2012
7601341,Diedersdorfer Weg,7.5,20,7.62,2012
7601442,Kettinger Straße,6.6,76,6.87,2012
7601443,Töpchiner Weg,6.78,110,6.74,2012
7601544,John-Locke-Straße,5.96,54,6.15,2012
7601545,Nahariyastraße,5.28,92,5.46,2012
7601546,Franziusweg,7.13,49,7.03,2012
7601547,Horstwalder Straße,6.19,59,6.46,2012
7601548,Wittelsbacherstraße,7.6,21,7.45,2012
8100101,Hasenheide,8,47,7.88,2012
8100102,Schillerpromenade Nord,7.5,100,7.55,2012
8100103,Schillerpromenade Süd,8,84,8.06,2012
8100104,Wartheplatz,8,120,8.09,2012
8100105,Silbersteinstraße,6.8,49,7.3,2012
8100206,Flughafenstraße,7.08,112,7.36,2012
8100207,Rollberg,5.13,60,5.95,2012
8100208,Körnerpark,7.36,184,7.57,2012
8100209,Glasower Straße,6.98,108,7.07,2012
8100310,Maybachufer,7.5,72,8.02,2012
8100311,Reuterplatz,8.59,60,8.47,2012
8100312,Weichselplatz,8,143,8.05,2012
8100313,Bouchéstraße,6.48,21,6.85,2012
8100314,Donaustraße,7.33,92,7.51,2012
8100415,Ganghoferstraße,7.04,73,7.26,2012
8100416,Alt-Rixdorf,7,71,6.99,2012
8100417,Braunschweiger Straße,7.14,121,7.29,2012
8100418,Hertzbergplatz,7.78,124,7.73,2012
8100419,Treptower Straße Nord,6.69,89,7.27,2012
8100520,Weiße Siedlung,keine Daten,keine Daten,keine Daten,2012
8100521,Schulenburgpark,5.63,17,6.02,2012
8200622,Jahnstraße,6.61,93,6.78,2012
8200623,Park am Buschkrug,6,53,6.26,2012
8200624,Tempelhofer Weg,6.01,152,6.14,2012
8200725,Mohriner Allee Nord,6.56,9,7.29,2012
8200726,Hufeisensiedlung,6.43,66,6.71,2012
8200727,Parchimer Allee Süd,6.7,70,6.61,2012
8200728,Ortolanweg,6.32,14,6.56,2012
8200729,Britzer Garten,6.09,11,6.43,2012
8200730,Handwerker-Siedlung,6.46,6,6.44,2012
8200831,Buckow West,6.56,64,6.58,2012
8200832,Buckow Mitte,6.36,104,6.29,2012
8200833,Buckow Ost,6.04,80,5.91,2012
8300934,Gropiusstadt Nord-West,5.81,120,5.9,2012
8300935,Gropiusstadt Süd-West,5,24,5.47,2012
8301036,Gropiusstadt Mitte,5.53,68,5.77,2012
8301037,Gropiusstadt Süd-Ost,5.47,131,5.41,2012
8401138,Goldhähnchenweg,6.21,25,6.17,2012
8401139,Vogelviertel Süd,6,39,6.14,2012
8401140,Vogelviertel Nord,6.49,22,6.72,2012
8401241,Blumenviertel,7.1,21,7.18,2012
8401242,Zittauer Straße,6.99,32,7.01,2012
8401243,Alt-Rudow,6.36,86,6.51,2012
8401244,Waßmannsdorfer Chaussee,6.81,16,6.94,2012
8401245,Frauenviertel,6.53,132,6.6,2012
8401246,Waltersdorfer Chaussee Ost,6.52,63,6.59,2012
9100101,Alt-Treptow,7.72,148,7.87,2012
9100202,Plänterwald West,7.71,41,8.09,2012
9100203,Plänterwald Ost,6,55,5.96,2012
