district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
7501135,Birnhornweg,9.86,13,10.44,2018
7601236,Marienfelder Allee Nordwest,8.35,100,8.31,2018
7601237,Kirchstraße,10,28,10.2,2018
7601238,Marienfelde Nordost,9.64,12,9.83,2018
7601339,Tirschenreuther Ring West,7.56,64,7.82,2018
7601340,Tirschenreuther Ring Ost,7.71,54,7.93,2018
7601341,Diedersdorfer Weg,8.5,14,8.66,2018
7601442,Kettinger Straße,9.07,59,9.29,2018
7601443,Töpchiner Weg,7.89,67,8.31,2018
7601544,John-Locke-Straße,7.51,53,8.25,2018
7601545,Nahariyastraße,8.37,103,8.32,2018
7601546,Franziusweg,9.46,46,9.17,2018
7601547,Horstwalder Straße,7.61,22,8.44,2018
7601548,Wittelsbacherstraße,10,20,10.25,2018
8100101,Hasenheide,13,33,12.7,2018
8100102,Schillerpromenade Nord,13.16,85,12.97,2018
8100103,Schillerpromenade Süd,12.76,93,13.11,2018
8100104,Wartheplatz,12,86,11.88,2018
8100105,Silbersteinstraße,10.67,41,10.95,2018
8100206,Flughafenstraße,12.55,88,12.46,2018
8100207,Rollberg,11.66,32,11.3,2018
8100208,Körnerpark,12.31,132,12.39,2018
8100209,Glasower Straße,11.82,102,12,2018
8100310,Maybachufer,13.68,74,13.72,2018
8100311,Reuterplatz,12.45,54,12.55,2018
8100312,Weichselplatz,13.06,103,12.97,2018
8100313,Bouchéstraße,16.02,17,14.32,2018
8100314,Donaustraße,12.29,84,12.2,2018
8100415,Ganghoferstraße,12.51,50,12.06,2018
8100416,Alt-Rixdorf,12.01,39,12.14,2018
8100417,Braunschweiger Straße,12,103,12.08,2018
8100418,Hertzbergplatz,11.83,86,11.8,2018
8100419,Treptower Straße Nord,12.17,67,11.83,2018
8100520,Weiße Siedlung,9.47,86,9.5,2018
8100521,Schulenburgpark,6.89,64,7.29,2018
8200622,Jahnstraße,10.48,97,10.73,2018
8200623,Park am Buschkrug,10,42,10.12,2018
8200624,Tempelhofer Weg,8.87,116,9.01,2018
8200725,Mohriner Allee Nord,10,7,9.8,2018
8200726,Hufeisensiedlung,8.87,111,9.01,2018
8200727,Parchimer Allee Süd,9.03,159,9.05,2018
8200728,Ortolanweg,8.59,6,8.84,2018
8200729,Britzer Garten,8.76,11,8.85,2018
8200730,Handwerker-Siedlung,7.17,16,6.98,2018
8200831,Buckow West,9,76,8.96,2018
8200832,Buckow Mitte,8.7,78,8.59,2018
8200833,Buckow Ost,6.78,65,7.4,2018
8300934,Gropiusstadt Nord-West,8.21,88,8.41,2018
8300935,Gropiusstadt Süd-West,7.89,58,8.52,2018
8301036,Gropiusstadt Mitte,8.76,49,8.85,2018
8301037,Gropiusstadt Süd-Ost,7.71,115,7.97,2018
8401138,Goldhähnchenweg,7.11,7,7.11,2018
8401139,Vogelviertel Süd,7.81,29,8.29,2018
8401140,Vogelviertel Nord,8.05,7,8.91,2018
8401241,Blumenviertel,10,16,10.52,2018
8401242,Zittauer Straße,8.31,20,8.55,2018
8401243,Alt-Rudow,8.5,73,8.65,2018
8401244,Waßmannsdorfer Chaussee,7.9,10,8.38,2018
8401245,Frauenviertel,8.54,64,8.61,2018
8401246,Waltersdorfer Chaussee Ost,7.38,54,7.55,2018
9100101,Alt-Treptow,13.71,129,13.19,2018
9100202,Plänterwald West,11.2,22,11.38,2018
9100203,Plänterwald Ost,9.49,92,9.42,2018
9100304,Baumschulenweg West,10.36,156,10.27,2018
9100305,Baumschulenweg Ost,9.05,89,9.72,2018
9100306,Späthsfelde,keine Daten,keine Daten,keine Daten,2018
9100407,Johannisthal West,10.36,81,10.19,2018
9100408,Johannisthal Ost,9.5,118,9.4,2018
9100409,Landschaftspark Adlershof,6.61,5,7.44,2018
9200510,Helmholtz-Kiez,10,267,10.33,2018
9200511,Griechischer Park,8.13,267,8.87,2018
9200512,Wuhlheide,8.65,60,9.77,2018
9200613,Bahnhof Schöneweide,10.5,196,10.82,2018
9200614,Oberspree,6.02,4,6.06,2018
9200715,Wista,11.11,83,11.09,2018
9200716,Dörpfeldstraße West,9.92,145,10.1,2018
9200717,Dörpfeldstraße Ost,9,157,9.33,2018
9200818,Spindlersfeld,7.9,74,8.55,2018
9200819,Köllnische Vorstadt,8.98,173,9.13,2018
9300920,Dorf Altglienicke,9.45,108,9.32,2018
9300921,Preußen Siedlung,11.19,21,11.18,2018
9300922,Kosmos Viertel,7.05,8,7.72,2018
9300923,Kölner Viertel,7.57,63,7.52,2018
9301024,Falkenberg,9.6,10,9.96,2018
9301025,Alt-Bohnsdorf,9.5,36,9.69,2018
9301126,Grünau,11.31,188,10.87,2018
9301227,Karolinenhof,9.5,13,10.36,2018
9301228,Schmöckwitz/Rauchfangswerder,11.64,11,11.34,2018
9401329,Kietzer Feld/Nachtheide,8,83,8.54,2018
9401330,Wendenschloß,10.51,49,10.07,2018
9401431,Allende I,9.13,78,9.08,2018
9401432,Siedlung Kämmereiheide,9.15,32,8.64,2018
9401433,Allende II,6.82,62,7.04,2018
9401534,Altstadt Köpenick,8.22,194,8.37,2018
9401635,Müggelheim,9.25,28,9.82,2018
9501736,Hirschgarten,7.71,44,8.24,2018
9501737,Alt-Friedrichshagen,9.8,152,9.81,2018
9501838,Rahnsdorf,10.02,82,10.29,2018
9501939,Bahnhofstraße,10.3,199,10.48,2018
9501940,Güterbahnhof Köpenick,9.35,61,9.83,2018
9501941,Friedrichshagener Straße,11.39,91,11.22,2018
9502042,Mittelheide,10.77,66,10.72,2018
9502043,Dammheide,9.37,88,9.49,2018
10100101,Marzahn West,6.81,48,6.66,2018
10100102,Rosenbecker Straße,7.34,46,7.45,2018
10100103,Wittenberger Straße,6.88,65,6.87,2018
10100104,Golliner Straße,6.14,69,6.56,2018
10100205,Gewerbegebiet Bitterfelder Straße,keine Daten,keine Daten,keine Daten,2018
10100206,Wuhletalstraße,6.4,48,6.55,2018
10100207,Ahrensfelder Berge,7.7,121,7.63,2018
10100208,Bürgerpark,7.66,107,7.7,2018
10100209,Lea-Grundig-Straße,7.55,74,7.82,2018
10100210,Marzahner Promenade,6.78,85,6.91,2018
10100311,Marzahner Chaussee,6.5,10,6.3,2018
10100312,Springpfuhl,7.43,180,7.61,2018
10100313,Alt-Marzahn,7.5,37,7.42,2018
10100314,Auersbergstraße,5.99,25,6.25,2018
10100315,Bärenstein,6.61,34,7.37,2018
10100316,Landsberger Tor,7.57,67,8.37,2018
10200417,Zossener Straße,7.57,178,8.11,2018
10200418,Kyritzer Straße,8,53,7.6,2018
10200419,Havelländer Ring,9.25,127,9.81,2018
10200420,Gut Hellersdorf,6.01,29,6.51,2018
10200421,Helle Mitte,8.7,90,8.87,2018
10200422,Hellersdorfer Promenade,8.38,65,8.68,2018
10200423,Böhlener Straße,7.42,156,7.64,2018
10200524,Adele-Sandrock-Straße,6.36,68,6.95,2018
10200525,Schleipfuhl,5.76,22,6.04,2018
10200526,Boulevard Kastanienallee,7.62,78,7.81,2018
10200627,Am Kienberg,5.68,49,6,2018
10200628,Neue Grottkauer Straße,5.83,63,6.11,2018
10200629,Teterower Ring,6.41,73,6.85,2018
10200630,Cecilienplatz,5.38,15,5.85,2018
10300731,Oberfeldstraße,9.9,41,9.88,2018
10300732,Buckower Ring,8.43,161,8.53,2018
10300733,Alt-Biesdorf,11.5,32,11.7,2018
10300734,Biesdorf Süd,12.64,35,11.75,2018
10400835,Kaulsdorf Nord,8,66,8.8,2018
10400836,Alt-Kaulsdorf,10,25,10.25,2018
10400837,Kaulsdorf Süd,9.08,20,10.02,2018
10400938,Mahlsdorf Nord,9.05,35,9.17,2018
10400939,Alt-Mahlsdorf,11.25,45,10.24,2018
10400940,Elsensee,8.67,11,8.9,2018
10400941,Pilgramer Straße,9.45,38,9.51,2018
11100101,Dörfer Malchow-Wartenberg,7.16,7,8.27,2018
11100102,Dorf Falkenberg,keine Daten,keine Daten,keine Daten,2018
11100203,Falkenberg Ost,8.48,79,8.46,2018
11100204,Falkenberg West,7.5,62,7.65,2018
11100205,Wartenberg Süd,6.57,29,7.59,2018
11100206,Wartenberg Nord,6.38,66,6.61,2018
11100307,Zingster Straße Ost,9.42,65,9.48,2018
11100308,Zingster Straße West,6.38,30,6.88,2018
11100309,Mühlengrund,7.42,20,7.35,2018
11200410,Malchower Weg,8.48,35,8.78,2018
11200411,Hauptstraße,8.19,16,8.42,2018
11200512,Orankesee,10.5,31,11.01,2018
11200513,Große-Leege-Straße,9.78,111,9.83,2018
11200514,Landsberger Allee,8.4,97,9.06,2018
11200515,Weiße Taube,10.5,78,10.2,2018
11300616,Hohenschönhausener Straße,9,26,8.99,2018
11300617,Fennpfuhlpark,9.51,14,9.3,2018
11300618,Storkower Bogen,10.5,40,11.37,2018
11300619,Rudolf-Seiffert-Park,9.5,59,10.18,2018
11300620,Fennpfuhl Ost,9.5,37,9.77,2018
11300721,Herzbergstraße,6.7,48,7.64,2018
11300722,Rathaus Lichtenberg,10.01,119,10.03,2018
11300723,Bornitzstraße,keine Daten,keine Daten,keine Daten,2018
11300724,Roedeliusplatz,10.43,68,10.41,2018
11300725,Nibelungenviertel,9.81,88,9.88,2018
11300826,Frankfurter Allee Süd,9,40,9.31,2018
11400927,Victoriastadt,12,30,11.65,2018
11400928,Nöldnerplatz,12.62,36,12.22,2018
11400929,Weitlingkiez,11,283,10.98,2018
11400930,Zachertstraße,10.27,74,10.65,2018
11400931,Massower Straße,9.58,50,10.9,2018
11401032,Rosenfelder Ring,10.29,80,10.88,2018
11401033,Gensinger Straße,9.79,115,9.72,2018
11401034,Tierpark,9.29,59,9.62,2018
11401135,Dolgenseestraße,8.5,84,8.44,2018
11401136,Volkradstraße,7.93,49,8.16,2018
11401137,Erieseering,7.32,50,7.51,2018
11501238,Rummelsburg,11.42,32,11.29,2018
11501339,Karlshorst West,9.8,134,9.92,2018
11501340,Karlshorst Nord,9.81,95,9.65,2018
11501341,Karlshorst Süd,10.5,51,10.25,2018
12100101,Letteplatz,10,182,9.84,2018
12100102,Hausotterplatz,9.05,136,9.14,2018
12100103,Breitkopfbecken,9.32,165,9.33,2018
12100204,Schäfersee,9.67,158,11.02,2018
12100205,Teichstraße,8.79,214,9.15,2018
12100206,Humboldtstraße,9.23,54,9.52,2018
12200307,Reinickes Hof,8.55,27,9.16,2018
12200308,Mellerbogen,9.94,59,10.72,2018
12200309,Scharnweberstraße,9.38,115,9.57,2018
12200310,Klixstraße,8.5,94,8.72,2018
12200411,Schumacher-Quartier,keine Daten,keine Daten,keine Daten,2018
12200412,Waldidyll/Flughafensee,9.51,51,9.69,2018
12200413,Tegel Süd,7.72,114,7.94,2018
12200414,TXL,keine Daten,keine Daten,keine Daten,2018
12200515,Alt-Tegel,10.94,163,10.97,2018
12400616,Konradshöhe/Tegelort,9.85,19,9.94,2018
12400617,Alt-Heiligensee,10.5,15,10.5,2018
12400618,Heiligensee Nord,10.53,11,10.73,2018
12400619,Heiligensee,9.87,15,12.09,2018
12400720,Frohnau West,9.95,47,10.51,2018
12400721,Frohnau Ost,10,29,9.85,2018
12400722,Hermsdorf West,9.46,36,9.23,2018
12400723,Hermsdorf Ost/Waldsee,9.93,44,9.6,2018
12500824,Ziekowstraße/Freie Scholle,9,121,9.7,2018
12500825,Borsigwalde,8.45,76,8.57,2018
12500926,Wittenau Süd,9.89,40,9.98,2018
12500927,Wittenau Nord,8.85,53,9.35,2018
12500928,Waidmannslust,9.09,25,10.02,2018
12500929,Lübars,9.75,17,9.36,2018
12500930,Wittenau Mitte,9.69,95,9.69,2018
12601031,Lübarser Straße,7.27,11,7.52,2018
12601032,Rollbergesiedlung,7.22,116,7.44,2018
12601133,Treuenbrietzener Straße,6.5,80,6.99,2018
12601134,Märkisches Zentrum,6.61,80,6.99,2018
12601235,Dannenwalder Weg,6.46,41,6.92,2018
12601236,Schorfheidestraße,8.67,11,8.13,2018
1100101,Stülerstraße,12.5,41,13.04,2017
1100102,Großer Tiergarten,16,176,14.86,2017
1100103,Lützowstraße,11.22,37,10.94,2017
1100104,Körnerstraße,11.89,35,11.52,2017
1100205,Wilhelmstraße,16.8,81,16.07,2017
1100206,Unter den Linden,15.28,85,15.51,2017
1100207,Leipziger Straße,14.41,196,14.73,2017
1100308,Charitéviertel,14.78,284,14.57,2017
1100309,Oranienburger Straße,14.58,178,14.5,2017
1100310,Alexanderplatzviertel,15.34,180,14.83,2017
1100311,Karl-Marx-Allee,15.17,43,13.85,2017
1100312,Heine-Viertel West,14.38,84,13.99,2017
1100313,Heine-Viertel Ost,14,138,13.59,2017
1100414,Nordbahnhof,16.08,347,15.86,2017
1100415,Invalidenstraße,13.82,162,13.68,2017
1100416,Arkonaplatz,14.05,145,13.99,2017
1200517,Huttenkiez,10.17,73,11.05,2017
1200518,Beusselkiez,11,108,10.81,2017
1200519,Emdener Straße,11,105,10.79,2017
1200520,Bremer Straße,10,81,9.99,2017
1200521,Zwinglistraße,10,59,10.43,2017
1200522,Elberfelder Straße,11.17,110,11.38,2017
1200623,Stephankiez,10.26,147,10.33,2017
1200624,Heidestraße,14.87,69,13.97,2017
1200625,Lübecker Straße,9.53,58,9.53,2017
1200626,Thomasiusstraße,12,86,11.85,2017
1200627,Zillesiedlung,6.76,20,7.46,2017
1200628,Lüneburger Straße,10.92,38,11.84,2017
1200629,Hansaviertel,11.5,49,11.78,2017
1300730,Drontheimer Straße,10.05,71,9.96,2017
1300731,Koloniestraße,10,109,10.2,2017
1300732,Soldiner Straße,9.38,80,9.36,2017
1300733,Gesundbrunnen,9.56,118,9.77,2017
1300834,Brunnenstraße,7.66,70,9.03,2017
1300835,Humboldthain Süd,8.68,28,8.99,2017
1300836,Humboldthain Nordwest,11.08,152,11.1,2017
1400937,Afrikanische Straße,9.85,140,9.69,2017
1400938,Kameruner Straße,10.19,166,10.43,2017
1400939,Glasgower Straße,11.06,69,11.23,2017
1400940,Schillerpark,7.61,30,7.89,2017
1400941,Londoner Straße,9.82,25,9.19,2017
1400942,Westliche Müllerstraße,9.5,114,9.77,2017
1401043,Antonstraße,10.21,50,10.11,2017
1401044,Uferstraße,10.36,142,10.24,2017
1401045,Schwedenstraße,10,72,9.96,2017
1401046,Nordufer,10.81,126,10.8,2017
1401047,Sparrplatz,9.6,72,10.05,2017
1401048,Leopoldplatz,11,126,11.1,2017
1401049,Schulstraße,10.52,55,10.78,2017
2100101,Askanischer Platz,14.48,128,14.05,2017
2100102,Mehringplatz,11.25,81,11.08,2017
2100103,Am Berlin Museum,8.87,22,9.21,2017
2100104,Moritzplatz,13.01,9,12.05,2017
2100105,Prinzenstraße,13.82,77,12.15,2017
2100106,Wassertorplatz,6.69,52,7.45,2017
2200207,Gleisdreieck,14.3,49,13.53,2017
2200208,Rathaus Yorckstraße,11.66,41,11.73,2017
2200209,Viktoriapark,11.54,96,11.62,2017
2200210,Urbanstraße,12.03,106,11.95,2017
2200211,Chamissokiez,12.45,95,12.09,2017
2200212,Graefekiez Süd,11,48,11.11,2017
2200213,Graefekiez Nord,12.47,70,12.62,2017
2300314,Oranienplatz,12,27,11.61,2017
2300315,Lausitzer Platz,12,33,11.76,2017
2300316,Köpenicker Straße,9,32,10.38,2017
2300417,Reichenberger Straße West,12.9,68,11.97,2017
2300418,Reichenberger Straße Ost,12,67,12.07,2017
2300419,Wrangelkiez,11.97,84,11.66,2017
2400520,Barnimkiez,11.72,7,12.01,2017
2400521,Friedenstraße,11.47,59,11.86,2017
2400522,Richard-Sorge-Viertel,11,137,11.14,2017
2400623,Andreasviertel,10.5,103,11.27,2017
2400624,Weberwiese,11.88,97,11.88,2017
2400625,Wriezener Bahnhof,14.72,43,14.75,2017
2500726,Hausburgviertel,11.31,209,11.75,2017
2500727,Forckenbeckplatz,12.51,129,12.45,2017
2500728,Samariterviertel,12.01,137,12.37,2017
2500729,Pettenkofer Straße,12,75,11.94,2017
2500830,Niederbarnimstraße,11.93,59,11.65,2017
2500831,Wismarplatz,11.69,90,11.53,2017
2500832,Traveplatz,11.5,142,11.56,2017
2500833,Boxhagener Platz,12.38,158,12.36,2017
2500834,Revaler Straße,13.5,156,13.13,2017
2500835,Stralauer Kiez,11.62,98,11.38,2017
2500836,Stralauer Halbinsel,12.5,70,12.74,2017
3100101,Bucher Forst,9.4,54,9.19,2017
3100102,Klinikum Buch,7.6,41,7.62,2017
3100103,Karower Chaussee,5.97,8,5.43,2017
3200204,Blankenfelde,keine Daten,keine Daten,keine Daten,2017
3200205,Uhlandstraße,9.55,114,9.48,2017
3200206,Pastor-Niemöller-Platz,10,65,9.91,2017
3200207,Herthaplatz,9.8,217,9.82,2017
3200308,Nisbléstraße,9.3,65,9.15,2017
3200309,Eddastraße,9.15,37,9.41,2017
3200310,Krugpfuhl,8.51,138,8.7,2017
3300411,Karow Nord,7.7,278,8.16,2017
3300412,Karow Bahnhof,9.57,24,10.07,2017
3300413,Karow Ost,keine Daten,keine Daten,keine Daten,2017
3300514,Blankenburg,9.26,10,9.36,2017
3300515,Blankenburger Süden,keine Daten,keine Daten,keine Daten,2017
3300516,Heinersdorf,8.59,53,8.61,2017
3300517,Märchenland,keine Daten,keine Daten,keine Daten,2017
3400618,Rosenthal,9,38,9.14,2017
3400619,Wilhelmsruh,9.75,119,9.78,2017
3400620,Schönholz,11,30,10.57,2017
3400721,Florakiez,10.48,163,10.56,2017
3400722,Parkstraße,9.56,33,9.57,2017
3400723,Garbátyplatz,9.7,65,10.08,2017
3400724,Wolfshagener Straße,9.55,105,9.67,2017
3400725,Schlosspark,10.74,78,9.9,2017
3400826,Tiroler Viertel,10,54,10.35,2017
3400827,Trelleborger Viertel,10.56,115,10.84,2017
3400828,Spiekermann Straße,11,62,10.87,2017
3400829,Arnold-Zweig-Straße,9.71,59,10.44,2017
3400830,Kissingenviertel,8.49,106,8.85,2017
3400831,Pankower Tor,keine Daten,keine Daten,keine Daten,2017
3500932,Bühringstraße,9,95,8.65,2017
3500933,Weißer See,10.15,90,10.1,2017
3500934,Weißenseer Spitze,9.74,182,10.13,2017
3500935,Behaimstraße,11.05,151,11.49,2017
3500936,Komponistenviertel Weißensee,9.26,123,9.67,2017
3501037,Rathaus Weißensee,9.26,102,9.04,2017
3501038,Hansastraße,8.72,56,8.67,2017
3601139,Norweger Viertel,12,88,11.78,2017
3601140,Malmöer Straße,12,139,11.52,2017
3601141,Arnimplatz,12.05,103,12.09,2017
3601142,Falkplatz,12.5,173,12.59,2017
3601243,Rodenbergstraße,11.9,89,11.5,2017
3601244,Humannplatz,11.01,99,11.34,2017
3601245,Ostseestraße,10.93,249,10.57,2017
3601346,Gethsemanekirche,12.46,78,12.58,2017
3601347,Helmholtzplatz,12.4,90,12.11,2017
3601348,Senefelderstraße,12.59,123,13.01,2017
3601449,Michelangelostraße,7,53,7.36,2017
3601450,Volkspark Prenzlauer Berg,6.7,22,7.86,2017
3601451,Anton-Saefkow-Park,12.5,108,12.21,2017
3601452,Velodrom,8.86,44,8.92,2017
3601453,Alter Schlachthof,11.71,17,12.1,2017
3701554,Teutoburger Platz,12.79,128,12.47,2017
3701555,Sredzkistraße,13,93,12.64,2017
3701556,Kollwitzplatz,13.5,134,13.95,2017
3701657,Thälmannpark,9.46,47,10.27,2017
3701658,Christburger Straße,11.48,95,11.28,2017
3701659,Immanuelkirchstraße,12.42,123,11.99,2017
3701660,Bötzowstraße,11.97,167,11.71,2017
4100101,Jungfernheide/Plötzensee,9.38,109,9.16,2017
4100102,Paul-Hertz-Siedlung,6.71,56,6.79,2017
4200203,Olympiagelände,15.13,10,13.69,2017
4200204,Angerburger Allee,9,46,9.23,2017
4200205,Flatowallee,10,28,10.69,2017
4200206,Kranzallee,7.53,16,8.63,2017
4200207,Eichkamp,10.86,3,12.08,2017
4200308,Branitzer Platz,11.36,47,11.19,2017
4200309,Neu Westend,10.2,91,10.96,2017
4200310,Fürstenplatz,10.03,84,10.71,2017
4200311,Königin-Elisabeth-Straße,10.36,77,10.55,2017
4300412,Schlossgarten,12.83,56,12.04,2017
4300413,Klausenerplatz,9.91,99,9.86,2017
4300414,Schloß Charlottenburg,10.76,141,11.39,2017
4300415,Lietzensee,12.1,61,12.19,2017
4300416,Amtsgerichtsplatz,12,130,12.47,2017
4300517,Tegeler Weg,10.53,95,10.99,2017
4300518,Kaiserin-Augusta-Allee,11.5,66,11.4,2017
4300619,Alt-Lietzow,10.65,123,10.81,2017
4300620,Spreestadt,11.23,33,10.9,2017
4300621,Richard-Wagner-Straße,11,150,11.62,2017
4300622,Ernst-Reuter-Platz,13.11,136,13.08,2017
4300623,Karl-August-Platz,11.99,183,11.68,2017
4300624,Savignyplatz,12.42,109,12.54,2017
4400725,Güterbahnhof Grunewald,keine Daten,keine Daten,keine Daten,2017
4400726,Bismarckallee,12,44,12.18,2017
4400727,Flinsberger Platz,12,143,12.29,2017
4400728,Hagenplatz,12.5,22,12.19,2017
4400729,Hundekehle,12.85,28,12.39,2017
4400830,Forckenbeckstraße,10.51,51,10.71,2017
4400831,Messelpark,11,12,10.74,2017
4400832,Breite Straße,9.9,48,10.31,2017
4400833,Schlangenbader Straße,7.2,34,7.75,2017
4400834,Binger Straße,11.01,21,10.7,2017
4400835,Rüdesheimer Platz,11.15,89,10.77,2017
4500936,Droysenstraße,12,63,12.63,2017
4500937,Halensee,11.38,79,11.76,2017
4500938,Hochmeisterplatz,12.02,112,12.11,2017
4500939,Eisenzahnstraße,10.18,68,10.52,2017
4501040,Hindemithplatz,11.98,77,12.09,2017
4501041,George-Grosz-Platz,15.01,82,15.37,2017
4501042,Breitscheidplatz,11.5,46,12.82,2017
4501043,Preußenpark,12.19,138,12.48,2017
4501044,Ludwigkirchplatz,12.15,46,12.43,2017
4501045,Schaperstraße,14.5,108,13.71,2017
4501146,Barstraße,10.69,31,9.97,2017
4501147,Leon-Jessel-Platz,11.6,39,12.26,2017
4501148,Brabanter Platz,10.36,39,10.92,2017
4501149,Nikolsburger Platz,11.78,96,11.31,2017
4501150,Wilhelmsaue,11.02,28,11.29,2017
4501151,Hildegardstraße,10.38,79,10.59,2017
4501152,Prager Platz,11.25,72,11.24,2017
4501153,Babelsberger Straße,10.22,78,10.45,2017
5100101,Hakenfelde Nord,8.31,58,8.35,2017
5100102,Am Forstacker,8.4,88,8.01,2017
5100103,Mertensstraße,7.4,54,7.49,2017
5100104,Maselake,7.8,46,8.39,2017
5100105,Amorbacher Weg,8.54,32,8.66,2017
5100206,Griesingerstraße,5.26,17,6.15,2017
5100207,An der Tränke,9.5,4,9.39,2017
5100208,Im Spektefeld,7.95,187,7.85,2017
5100209,Westerwaldstraße,7,189,7.16,2017
5100210,Germersheimer Platz,7.5,164,7.61,2017
5100211,An der Kappe,8.32,35,8.03,2017
5100312,Eckschanze,8.06,90,8.34,2017
5100313,Eiswerder,9.27,85,9.14,2017
5100314,Kurstraße,8.12,143,8.31,2017
5100315,Ackerstraße,8.24,122,8.33,2017
5100316,Carl-Schurz-Straße,8.94,162,8.57,2017
5100317,Freiheit,8.68,29,8.93,2017
5200418,Isenburger Weg,keine Daten,keine Daten,keine Daten,2017
5200419,Am Heideberg,keine Daten,keine Daten,keine Daten,2017
5200420,Staakener Straße,8,25,7.67,2017
5200421,Spandauer Straße,7.32,61,7.64,2017
5200422,Werkstraße,7.57,8,7.96,2017
5200423,Magistratsweg,8.1,57,7.89,2017
5200524,Döberitzer Weg,7.47,30,8.02,2017
5200525,Pillnitzer Weg,8,46,8.31,2017
5200526,Rudolf-Wissell-Großsiedlung,6.01,74,6.77,2017
5200527,Maulbeerallee,5.75,121,6,2017
5200528,Weinmeisterhornweg,7.34,55,7.52,2017
5200629,Borkumer Straße,8.5,117,9.19,2017
5200630,Wilhelmstadt West,8.49,166,8.67,2017
5200631,Wilhelmstadt Ost,8.15,181,8.25,2017
5200632,Tiefwerder,6.98,51,7.63,2017
5200633,Graetschelsteig,6.69,13,6.54,2017
5200634,Börnicker Straße,9.51,22,9.2,2017
5300735,Haveleck,keine Daten,keine Daten,keine Daten,2017
5300736,Zitadellenweg,7.06,54,7.61,2017
5300737,Gartenfelder Straße,7.58,118,7.42,2017
5300838,Gartenfeld,keine Daten,keine Daten,keine Daten,2017
5300839,Rohrdamm,8.78,138,8.68,2017
5300840,Nonnendammallee,7.58,21,8.32,2017
5300841,Siemensdamm,9.11,86,9.32,2017
5400942,Alt-Gatow,8.19,12,9.35,2017
5400943,Jägerallee,9.49,29,9.48,2017
5400944,Kladower Damm,8.5,3,9.18,2017
5400945,Kafkastraße,9,14,9.54,2017
6100101,Fichtenberg,10,61,10.1,2017
6100102,Schloßstraße,11,96,11.07,2017
6100103,Markelstraße,10.77,61,10.71,2017
6100204,Munsterdamm,9.43,54,9.54,2017
6100205,Südende,10,167,10.68,2017
6100206,Stadtpark,9.78,73,9.81,2017
6100207,Mittelstraße,9.52,114,9.71,2017
6100208,Bergstraße,9.83,83,9.8,2017
6100209,Feuerbachstraße,10,112,10.44,2017
6100210,Bismarckstraße,9.9,49,10.36,2017
6200311,Alt-Lankwitz,8.57,40,8.96,2017
6200312,Komponistenviertel Lankwitz,9,36,9.19,2017
6200313,Lankwitz Kirche,9.25,74,9.24,2017
6200314,Kaiser-Wilhelm-Straße,8.82,70,8.87,2017
6200315,Gallwitzallee,8.82,73,8.86,2017
6200316,Belßstraße,7.7,64,7.61,2017
6200317,Lankwitz Süd,9.1,62,9.19,2017
6200418,Landweg,keine Daten,keine Daten,keine Daten,2017
6200419,Thermometersiedlung,7.4,70,7.73,2017
6200420,Lichterfelde Süd,8.65,64,8.57,2017
6200421,Königsberger Straße,9.52,101,10.01,2017
6200422,Oberhofer Platz,9.51,49,9.67,2017
6200423,Schütte-Lanz-Straße,8.01,90,8.41,2017
6300524,Berlepschstraße,9.27,28,9.08,2017
6300525,Zehlendorf Süd,9.01,110,8.95,2017
6300526,Zehlendorf Mitte,9.84,39,9.93,2017
6300527,Sundgauer Straße,10.66,121,10.93,2017
6300528,Teltower Damm,9.96,76,9.87,2017
6300629,Botanischer Garten,9.36,75,9.28,2017
6300630,Hindenburgdamm,9.55,59,9.66,2017
6300631,Goerzwerke,9.18,28,9.07,2017
6300632,Schweizer Viertel,11,139,10.81,2017
6300633,Augustaplatz,9.54,119,9.78,2017
6300634,Lichterfelde West,10.01,82,10.36,2017
6400735,Wannsee,10.4,104,10.35,2017
6400736,Düppel,9.38,28,9.54,2017
6400737,Nikolassee,10.6,98,10.99,2017
6400838,Krumme Lanke,10.5,54,10.95,2017
6400839,Fischerhüttenstraße,10,42,9.96,2017
6400840,Fischtal,10.26,51,10.34,2017
6400841,Zehlendorf Eiche,10.61,63,10.45,2017
6400842,Hüttenweg,10.37,90,10.98,2017
6400843,Thielallee,12,25,12.68,2017
6400844,Dahlem,12.63,82,12.46,2017
7100101,Wittenbergplatz,11.43,68,11.83,2017
7100102,Kalckreuthstraße,11.41,79,11.5,2017
7100103,Frobenstraße,9.91,77,10.43,2017
7100204,Barbarossaplatz,11.52,96,11.34,2017
7100205,Alvenslebenstraße,7.34,26,8.16,2017
7100206,Großgörschenstraße,11.56,57,11.59,2017
7200307,Bayerischer Platz,11.47,75,11.61,2017
7200308,Volkspark (Rudolph-Wilde-Park),10.97,104,11.3,2017
7200409,Belziger Straße,11.3,53,11.02,2017
7200410,Feurigstraße,11.1,44,10.98,2017
7200411,Julius-Leber-Brücke,11.84,12,12.07,2017
7200412,Schöneberger Linse,9.79,3,9.69,2017
7200413,Cheruskerstraße,11.85,68,11.65,2017
7200414,Hohenfriedbergstraße,11.32,25,11.07,2017
7300515,Taunusstraße,11,59,11.31,2017
7300516,Odenwaldstraße,11,68,11.07,2017
7300517,Perelsplatz,10.98,56,11.08,2017
7300618,Ceciliengärten,11.11,65,11.17,2017
