Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
1537,Pankow,580,W - Wohngebiet,0.4,2021-01-01 00:00:00
1901,Pankow,250,G - Gewerbe,-,2021-01-01 00:00:00
2379,Treptow-Köpenick,250,G - Gewerbe,-,2021-01-01 00:00:00
1229,Treptow-Köpenick,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
2162,Treptow-Köpenick,200,G - Gewerbe,-,2021-01-01 00:00:00
1677,Tempelhof-Schöneberg,250,G - Gewerbe,-,2021-01-01 00:00:00
1622,Neukölln,250,G - Gewerbe,-,2021-01-01 00:00:00
1488,Spandau,200,G - Gewerbe,-,2021-01-01 00:00:00
2280,Marzahn-Hellersdorf,150,G - Gewerbe,-,2021-01-01 00:00:00
2253,Spandau,100,GB - Gemeinbedarf,-,2021-01-01 00:00:00
2380,Lichtenberg,250,G - Gewerbe,-,2021-01-01 00:00:00
1669,Pankow,320,W - Wohngebiet,0.4,2021-01-01 00:00:00
1385,Spandau,200,G - Gewerbe,-,2021-01-01 00:00:00
1802,Mitte,12000,M2 - Mischgebiet,3.5,2021-01-01 00:00:00
2322,Mitte,2500,M2 - Mischgebiet,3,2021-01-01 00:00:00
2264,Marzahn-Hellersdorf,200,GB - Gemeinbedarf,-,2021-01-01 00:00:00
1535,Marzahn-Hellersdorf,200,G - Gewerbe,-,2021-01-01 00:00:00
1256,Mitte,16000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1273,Neukölln,200,G - Gewerbe,-,2021-01-01 00:00:00
1056,Treptow-Köpenick,430,W - Wohngebiet,0.3,2021-01-01 00:00:00
2256,Charlottenburg-Wilmersdorf,1200,GB - Gemeinbedarf,-,2021-01-01 00:00:00
1326,Reinickendorf,250,G - Gewerbe,-,2021-01-01 00:00:00
1667,Tempelhof-Schöneberg,250,G - Gewerbe,-,2021-01-01 00:00:00
1168,Pankow,250,G - Gewerbe,-,2021-01-01 00:00:00
1277,Treptow-Köpenick,200,G - Gewerbe,-,2021-01-01 00:00:00
1462,Lichtenberg,100,G - Gewerbe,-,2021-01-01 00:00:00
2385,Charlottenburg-Wilmersdorf,1000,W - Wohngebiet,0.4,2021-01-01 00:00:00
1715,Neukölln,200,G - Gewerbe,-,2021-01-01 00:00:00
1202,Neukölln,750,W - Wohngebiet,1,2021-01-01 00:00:00
1293,Treptow-Köpenick,510,W - Wohngebiet,0.4,2021-01-01 00:00:00
1122,Treptow-Köpenick,200,G - Gewerbe,-,2021-01-01 00:00:00
1517,Pankow,580,W - Wohngebiet,0.6,2021-01-01 00:00:00
1565,Pankow,480,W - Wohngebiet,0.3,2021-01-01 00:00:00
1861,Tempelhof-Schöneberg,600,W - Wohngebiet,0.6,2021-01-01 00:00:00
1674,Pankow,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
1965,Tempelhof-Schöneberg,500,G - Gewerbe,-,2021-01-01 00:00:00
1108,Treptow-Köpenick,470,W - Wohngebiet,0.6,2021-01-01 00:00:00
1938,Neukölln,580,W - Wohngebiet,0.4,2021-01-01 00:00:00
1917,Neukölln,630,W - Wohngebiet,0.6,2021-01-01 00:00:00
1733,Marzahn-Hellersdorf,400,W - Wohngebiet,0.4,2021-01-01 00:00:00
2381,Marzahn-Hellersdorf,460,W - Wohngebiet,0.4,2021-01-01 00:00:00
2387,Pankow,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
1395,Treptow-Köpenick,200,G - Gewerbe,-,2021-01-01 00:00:00
1779,Marzahn-Hellersdorf,530,W - Wohngebiet,0.4,2021-01-01 00:00:00
2213,Spandau,150,G - Gewerbe,-,2021-01-01 00:00:00
2404,Marzahn-Hellersdorf,300,G - Gewerbe,-,2021-01-01 00:00:00
2245,Spandau,200,GB - Gemeinbedarf,-,2021-01-01 00:00:00
1754,Marzahn-Hellersdorf,300,G - Gewerbe,-,2021-01-01 00:00:00
1894,Tempelhof-Schöneberg,200,G - Gewerbe,-,2021-01-01 00:00:00
1853,Tempelhof-Schöneberg,630,W - Wohngebiet,0.6,2021-01-01 00:00:00
1484,Spandau,200,G - Gewerbe,-,2021-01-01 00:00:00
1651,Pankow,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
1867,Mitte,5500,W - Wohngebiet,2.5,2021-01-01 00:00:00
2046,Mitte,6000,G - Gewerbe,2.5,2021-01-01 00:00:00
1250,Treptow-Köpenick,510,W - Wohngebiet,0.3,2021-01-01 00:00:00
1907,Friedrichshain-Kreuzberg,5000,G - Gewerbe,2,2021-01-01 00:00:00
1128,Mitte,14000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2467,Mitte,12000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1335,Mitte,22000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2002,Treptow-Köpenick,5000,G - Gewerbe,2,2021-01-01 00:00:00
1703,Neukölln,2000,W - Wohngebiet,2,2021-01-01 00:00:00
2459,Lichtenberg,1700,W - Wohngebiet,2,2021-01-01 00:00:00
1527,Pankow,580,W - Wohngebiet,0.4,2021-01-01 00:00:00
1751,Steglitz-Zehlendorf,1500,W - Wohngebiet,0.4,2021-01-01 00:00:00
2466,Lichtenberg,450,GB - Gemeinbedarf,-,2021-01-01 00:00:00
1720,Steglitz-Zehlendorf,200,G - Gewerbe,-,2021-01-01 00:00:00
1829,Steglitz-Zehlendorf,750,W - Wohngebiet,0.6,2021-01-01 00:00:00
1363,Spandau,460,W - Wohngebiet,0.4,2021-01-01 00:00:00
2112,Reinickendorf,450,W - Wohngebiet,0.4,2021-01-01 00:00:00
1595,Pankow,730,W - Wohngebiet,0.4,2021-01-01 00:00:00
1539,Spandau,440,W - Wohngebiet,0.4,2021-01-01 00:00:00
1658,Steglitz-Zehlendorf,1400,W - Wohngebiet,0.6,2021-01-01 00:00:00
1545,Spandau,350,W - Wohngebiet,0.4,2021-01-01 00:00:00
1420,Mitte,7000,M1 - Kerngebiet,-,2021-01-01 00:00:00
2414,Mitte,4000,GB - Gemeinbedarf,-,2021-01-01 00:00:00
2123,Treptow-Köpenick,580,W - Wohngebiet,0.4,2021-01-01 00:00:00
2361,Treptow-Köpenick,800,G - Gewerbe,1.6,2021-01-01 00:00:00
2426,Pankow,430,W - Wohngebiet,0.3,2021-01-01 00:00:00
1615,Steglitz-Zehlendorf,1900,W - Wohngebiet,0.4,2021-01-01 00:00:00
1249,Spandau,720,W - Wohngebiet,0.4,2021-01-01 00:00:00
2427,Marzahn-Hellersdorf,430,W - Wohngebiet,0.4,2021-01-01 00:00:00
1306,Treptow-Köpenick,400,W - Wohngebiet,0.2,2021-01-01 00:00:00
2469,Treptow-Köpenick,150,GB - Gemeinbedarf,-,2021-01-01 00:00:00
1599,Pankow,630,W - Wohngebiet,0.6,2021-01-01 00:00:00
2421,Charlottenburg-Wilmersdorf,4000,G - Gewerbe,2.5,2021-01-01 00:00:00
2422,Charlottenburg-Wilmersdorf,500,G - Gewerbe,-,2021-01-01 00:00:00
1403,Reinickendorf,2000,M1 - Kerngebiet,2,2021-01-01 00:00:00
2353,Treptow-Köpenick,600,W - Wohngebiet,0.7,2021-01-01 00:00:00
1954,Treptow-Köpenick,400,G - Gewerbe,-,2021-01-01 00:00:00
2460,Lichtenberg,1700,W - Wohngebiet,2,2021-01-01 00:00:00
2239,Friedrichshain-Kreuzberg,2000,W - Wohngebiet,1.2,2021-01-01 00:00:00
1859,Tempelhof-Schöneberg,600,W - Wohngebiet,0.6,2021-01-01 00:00:00
1550,Spandau,260,W - Wohngebiet,0.2,2021-01-01 00:00:00
1422,Reinickendorf,200,G - Gewerbe,-,2021-01-01 00:00:00
1448,Reinickendorf,850,W - Wohngebiet,1,2021-01-01 00:00:00
1474,Spandau,250,G - Gewerbe,-,2021-01-01 00:00:00
2438,Steglitz-Zehlendorf,2600,W - Wohngebiet,0.4,2021-01-01 00:00:00
2442,Treptow-Köpenick,420,W - Wohngebiet,0.3,2021-01-01 00:00:00
2409,Mitte,6500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1549,Tempelhof-Schöneberg,300,G - Gewerbe,-,2021-01-01 00:00:00
2441,Treptow-Köpenick,400,W - Wohngebiet,0.3,2021-01-01 00:00:00
2439,Treptow-Köpenick,400,W - Wohngebiet,0.3,2021-01-01 00:00:00
2060,Spandau,1400,W - Wohngebiet,1.5,2021-01-01 00:00:00
1430,Reinickendorf,200,G - Gewerbe,-,2021-01-01 00:00:00
2450,Spandau,200,GB - Gemeinbedarf,-,2021-01-01 00:00:00
2443,Marzahn-Hellersdorf,420,W - Wohngebiet,0.2,2021-01-01 00:00:00
1272,Treptow-Köpenick,390,W - Wohngebiet,0.4,2021-01-01 00:00:00
1628,Steglitz-Zehlendorf,1600,W - Wohngebiet,0.4,2021-01-01 00:00:00
20058,Spandau,3,LW-GR - Grünland (GR),-,2021-01-01 00:00:00
2210,Mitte,14000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2071,Treptow-Köpenick,1000,W - Wohngebiet,1.5,2021-01-01 00:00:00
2149,Marzahn-Hellersdorf,150,G - Gewerbe,-,2021-01-01 00:00:00
1995,Tempelhof-Schöneberg,2500,G - Gewerbe,2,2021-01-01 00:00:00
1956,Steglitz-Zehlendorf,600,G - Gewerbe,1.2,2021-01-01 00:00:00
1616,Tempelhof-Schöneberg,250,G - Gewerbe,-,2021-01-01 00:00:00
2452,Friedrichshain-Kreuzberg,1000,G - Gewerbe,-,2021-01-01 00:00:00
1432,Reinickendorf,850,W - Wohngebiet,1,2021-01-01 00:00:00
1883,Charlottenburg-Wilmersdorf,7000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1225,Marzahn-Hellersdorf,1500,M2 - Mischgebiet,2,2021-01-01 00:00:00
2194,Lichtenberg,350,G - Gewerbe,-,2021-01-01 00:00:00
1431,Spandau,450,W - Wohngebiet,0.4,2021-01-01 00:00:00
1724,Steglitz-Zehlendorf,480,W - Wohngebiet,0.2,2021-01-01 00:00:00
1554,Marzahn-Hellersdorf,750,W - Wohngebiet,1.2,2021-01-01 00:00:00
1408,Lichtenberg,530,W - Wohngebiet,0.4,2021-01-01 00:00:00
1444,Reinickendorf,850,W - Wohngebiet,1,2021-01-01 00:00:00
20022,Treptow-Köpenick,0.6,F - Forstflächen,-,2021-01-01 00:00:00
1627,Pankow,730,W - Wohngebiet,0.4,2021-01-01 00:00:00
1824,Marzahn-Hellersdorf,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
1819,Marzahn-Hellersdorf,470,W - Wohngebiet,0.4,2021-01-01 00:00:00
1967,Reinickendorf,750,W - Wohngebiet,0.3,2021-01-01 00:00:00
2473,Treptow-Köpenick,200,G - Gewerbe,-,2021-01-01 00:00:00
1441,Reinickendorf,850,W - Wohngebiet,1,2021-01-01 00:00:00
1756,Mitte,2000,W - Wohngebiet,2,2021-01-01 00:00:00
2333,Spandau,1300,W - Wohngebiet,2,2021-01-01 00:00:00
1223,Treptow-Köpenick,900,W - Wohngebiet,0.8,2021-01-01 00:00:00
2425,Marzahn-Hellersdorf,250,G - Gewerbe,-,2021-01-01 00:00:00
1852,Friedrichshain-Kreuzberg,3300,W - Wohngebiet,2.5,2021-01-01 00:00:00
1110,Mitte,700,W - Wohngebiet,1,2021-01-01 00:00:00
2428,Spandau,950,W - Wohngebiet,1,2021-01-01 00:00:00
2384,Tempelhof-Schöneberg,600,W - Wohngebiet,0.4,2021-01-01 00:00:00
1116,Reinickendorf,600,W - Wohngebiet,1,2021-01-01 00:00:00
1181,Marzahn-Hellersdorf,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
2335,Spandau,1300,W - Wohngebiet,2,2021-01-01 00:00:00
1560,Pankow,1200,W - Wohngebiet,1.2,2021-01-01 00:00:00
1587,Pankow,1200,W - Wohngebiet,1.2,2021-01-01 00:00:00
1414,Lichtenberg,800,W - Wohngebiet,1,2021-01-01 00:00:00
1776,Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2,2021-01-01 00:00:00
1426,Lichtenberg,950,W - Wohngebiet,1,2021-01-01 00:00:00
1619,Lichtenberg,850,W - Wohngebiet,1.5,2021-01-01 00:00:00
1210,Reinickendorf,750,W - Wohngebiet,1,2021-01-01 00:00:00
1610,Spandau,850,W - Wohngebiet,1.2,2021-01-01 00:00:00
2184,Friedrichshain-Kreuzberg,3800,W - Wohngebiet,2.5,2021-01-01 00:00:00
1380,Lichtenberg,600,W - Wohngebiet,1,2021-01-01 00:00:00
1268,Lichtenberg,1000,W - Wohngebiet,1.3,2021-01-01 00:00:00
1541,Pankow,900,W - Wohngebiet,1,2021-01-01 00:00:00
1692,Pankow,1800,W - Wohngebiet,1.5,2021-01-01 00:00:00
2464,Lichtenberg,900,W - Wohngebiet,1,2021-01-01 00:00:00
2061,Spandau,2500,W - Wohngebiet,2.7,2021-01-01 00:00:00
2236,Mitte,5000,W - Wohngebiet,0.8,2021-01-01 00:00:00
1501,Lichtenberg,850,W - Wohngebiet,1,2021-01-01 00:00:00
1014,Neukölln,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
2237,Treptow-Köpenick,750,W - Wohngebiet,1,2021-01-01 00:00:00
2307,Pankow,3800,W - Wohngebiet,2,2021-01-01 00:00:00
2308,Pankow,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1660,Spandau,700,W - Wohngebiet,1.3,2021-01-01 00:00:00
1473,Reinickendorf,900,W - Wohngebiet,1,2021-01-01 00:00:00
1281,Spandau,800,W - Wohngebiet,1,2021-01-01 00:00:00
1707,Mitte,4500,W - Wohngebiet,2,2021-01-01 00:00:00
1344,Tempelhof-Schöneberg,900,W - Wohngebiet,1,2021-01-01 00:00:00
2288,Lichtenberg,1100,W - Wohngebiet,1.5,2021-01-01 00:00:00
1714,Spandau,1300,W - Wohngebiet,2,2021-01-01 00:00:00
1464,Reinickendorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1244,Pankow,800,W - Wohngebiet,0.8,2021-01-01 00:00:00
2134,Pankow,600,W - Wohngebiet,1,2021-01-01 00:00:00
2199,Pankow,2200,W - Wohngebiet,1.5,2021-01-01 00:00:00
1160,Spandau,700,W - Wohngebiet,1,2021-01-01 00:00:00
1270,Spandau,850,W - Wohngebiet,1,2021-01-01 00:00:00
1060,Mitte,12000,M2 - Mischgebiet,3.5,2021-01-01 00:00:00
1668,Lichtenberg,1100,W - Wohngebiet,1.5,2021-01-01 00:00:00
1695,Pankow,1700,W - Wohngebiet,1.5,2021-01-01 00:00:00
1322,Marzahn-Hellersdorf,600,W - Wohngebiet,1,2021-01-01 00:00:00
1471,Pankow,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1298,Spandau,750,W - Wohngebiet,1,2021-01-01 00:00:00
1076,Spandau,700,W - Wohngebiet,0.9,2021-01-01 00:00:00
1534,Pankow,1300,W - Wohngebiet,1,2021-01-01 00:00:00
1665,Spandau,700,W - Wohngebiet,1.3,2021-01-01 00:00:00
1156,Charlottenburg-Wilmersdorf,6500,M2 - Mischgebiet,3,2021-01-01 00:00:00
1284,Spandau,750,W - Wohngebiet,1,2021-01-01 00:00:00
1089,Mitte,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1262,Pankow,900,W - Wohngebiet,0.8,2021-01-01 00:00:00
2465,Lichtenberg,900,W - Wohngebiet,1,2021-01-01 00:00:00
2474,Treptow-Köpenick,1300,W - Wohngebiet,1.5,2021-01-01 00:00:00
1428,Reinickendorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1606,Spandau,900,W - Wohngebiet,1.2,2021-01-01 00:00:00
1437,Reinickendorf,900,W - Wohngebiet,1,2021-01-01 00:00:00
1328,Spandau,850,W - Wohngebiet,1,2021-01-01 00:00:00
2278,Mitte,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1579,Pankow,3800,W - Wohngebiet,2,2021-01-01 00:00:00
2342,Tempelhof-Schöneberg,5000,G - Gewerbe,2.5,2021-01-01 00:00:00
1856,Mitte,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1523,Pankow,1100,W - Wohngebiet,1,2021-01-01 00:00:00
1536,Pankow,1300,W - Wohngebiet,1,2021-01-01 00:00:00
1391,Mitte,1300,W - Wohngebiet,1,2021-01-01 00:00:00
1302,Spandau,750,W - Wohngebiet,1,2021-01-01 00:00:00
1837,Spandau,2400,W - Wohngebiet,2.5,2021-01-01 00:00:00
1641,Charlottenburg-Wilmersdorf,2300,W - Wohngebiet,1.2,2021-01-01 00:00:00
1578,Charlottenburg-Wilmersdorf,2200,W - Wohngebiet,1,2021-01-01 00:00:00
1846,Mitte,2500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1872,Charlottenburg-Wilmersdorf,5500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1636,Mitte,2500,W - Wohngebiet,1.2,2021-01-01 00:00:00
1900,Tempelhof-Schöneberg,3500,W - Wohngebiet,3,2021-01-01 00:00:00
1732,Spandau,1200,W - Wohngebiet,2,2021-01-01 00:00:00
2085,Tempelhof-Schöneberg,3000,G - Gewerbe,2,2021-01-01 00:00:00
1701,Pankow,1700,W - Wohngebiet,1.5,2021-01-01 00:00:00
1892,Charlottenburg-Wilmersdorf,7500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1491,Steglitz-Zehlendorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1738,Spandau,1200,W - Wohngebiet,2,2021-01-01 00:00:00
1581,Mitte,3200,W - Wohngebiet,1,2021-01-01 00:00:00
1858,Mitte,4000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1676,Charlottenburg-Wilmersdorf,1800,W - Wohngebiet,1.3,2021-01-01 00:00:00
2062,Spandau,2500,M2 - Mischgebiet,3.5,2021-01-01 00:00:00
2292,Pankow,2500,W - Wohngebiet,1.5,2021-01-01 00:00:00
2018,Reinickendorf,2000,G - Gewerbe,2,2021-01-01 00:00:00
1115,Mitte,10000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1349,Marzahn-Hellersdorf,600,W - Wohngebiet,1,2021-01-01 00:00:00
1657,Spandau,700,W - Wohngebiet,1.3,2021-01-01 00:00:00
1289,Friedrichshain-Kreuzberg,5000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1499,Charlottenburg-Wilmersdorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1834,Spandau,2300,W - Wohngebiet,2.5,2021-01-01 00:00:00
1725,Spandau,1200,W - Wohngebiet,2,2021-01-01 00:00:00
1511,Pankow,1100,W - Wohngebiet,1,2021-01-01 00:00:00
2323,Mitte,2800,W - Wohngebiet,2.5,2021-01-01 00:00:00
1650,Mitte,5000,W - Wohngebiet,1.2,2021-01-01 00:00:00
1880,Mitte,5500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1783,Pankow,7500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1327,Mitte,9000,W - Wohngebiet,4.5,2021-01-01 00:00:00
1201,Treptow-Köpenick,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
1063,Steglitz-Zehlendorf,800,W - Wohngebiet,0.8,2021-01-01 00:00:00
1596,Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2,2021-01-01 00:00:00
1661,Lichtenberg,1400,W - Wohngebiet,1.5,2021-01-01 00:00:00
1155,Treptow-Köpenick,1000,W - Wohngebiet,1.5,2021-01-01 00:00:00
1683,Pankow,2000,W - Wohngebiet,1.5,2021-01-01 00:00:00
1397,Treptow-Köpenick,750,W - Wohngebiet,1,2021-01-01 00:00:00
1253,Treptow-Köpenick,900,W - Wohngebiet,0.8,2021-01-01 00:00:00
2334,Spandau,1300,W - Wohngebiet,2,2021-01-01 00:00:00
2087,Lichtenberg,1700,W - Wohngebiet,1,2021-01-01 00:00:00
2197,Friedrichshain-Kreuzberg,12000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1390,Treptow-Köpenick,700,W - Wohngebiet,1,2021-01-01 00:00:00
1378,Treptow-Köpenick,600,W - Wohngebiet,1,2021-01-01 00:00:00
1482,Treptow-Köpenick,1200,W - Wohngebiet,1,2021-01-01 00:00:00
1366,Treptow-Köpenick,600,W - Wohngebiet,1,2021-01-01 00:00:00
2089,Friedrichshain-Kreuzberg,2500,W - Wohngebiet,1.2,2021-01-01 00:00:00
1085,Friedrichshain-Kreuzberg,2500,W - Wohngebiet,1,2021-01-01 00:00:00
1914,Friedrichshain-Kreuzberg,6000,G - Gewerbe,2,2021-01-01 00:00:00
2030,Friedrichshain-Kreuzberg,8000,G - Gewerbe,2.5,2021-01-01 00:00:00
1749,Friedrichshain-Kreuzberg,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1358,Neukölln,900,W - Wohngebiet,1,2021-01-01 00:00:00
1979,Pankow,3000,G - Gewerbe,2,2021-01-01 00:00:00
2064,Mitte,20000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1454,Treptow-Köpenick,800,W - Wohngebiet,1,2021-01-01 00:00:00
1647,Treptow-Köpenick,1400,W - Wohngebiet,1.5,2021-01-01 00:00:00
1712,Treptow-Köpenick,2800,W - Wohngebiet,2,2021-01-01 00:00:00
2407,Friedrichshain-Kreuzberg,4000,G - Gewerbe,2,2021-01-01 00:00:00
1605,Treptow-Köpenick,1600,W - Wohngebiet,1.2,2021-01-01 00:00:00
1248,Pankow,850,W - Wohngebiet,0.8,2021-01-01 00:00:00
1290,Treptow-Köpenick,600,W - Wohngebiet,1,2021-01-01 00:00:00
1456,Neukölln,850,W - Wohngebiet,1,2021-01-01 00:00:00
1417,Neukölln,900,W - Wohngebiet,1,2021-01-01 00:00:00
2068,Neukölln,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
1571,Steglitz-Zehlendorf,2200,W - Wohngebiet,1,2021-01-01 00:00:00
1986,Mitte,2500,G - Gewerbe,2,2021-01-01 00:00:00
1625,Treptow-Köpenick,1000,W - Wohngebiet,1.5,2021-01-01 00:00:00
1510,Steglitz-Zehlendorf,1400,W - Wohngebiet,1,2021-01-01 00:00:00
1546,Steglitz-Zehlendorf,1400,W - Wohngebiet,1,2021-01-01 00:00:00
1360,Marzahn-Hellersdorf,600,W - Wohngebiet,1,2021-01-01 00:00:00
1353,Neukölln,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1685,Tempelhof-Schöneberg,1100,W - Wohngebiet,1.5,2021-01-01 00:00:00
1413,Tempelhof-Schöneberg,1000,W - Wohngebiet,1,2021-01-01 00:00:00
2067,Neukölln,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
1387,Neukölln,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1048,Steglitz-Zehlendorf,950,W - Wohngebiet,0.8,2021-01-01 00:00:00
2070,Steglitz-Zehlendorf,1600,W - Wohngebiet,1,2021-01-01 00:00:00
1533,Steglitz-Zehlendorf,1700,W - Wohngebiet,1,2021-01-01 00:00:00
1740,Lichtenberg,2100,W - Wohngebiet,2,2021-01-01 00:00:00
1671,Tempelhof-Schöneberg,1000,W - Wohngebiet,1.3,2021-01-01 00:00:00
2086,Lichtenberg,3000,W - Wohngebiet,2,2021-01-01 00:00:00
1170,Charlottenburg-Wilmersdorf,11000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1370,Neukölln,900,W - Wohngebiet,1,2021-01-01 00:00:00
1670,Treptow-Köpenick,1600,W - Wohngebiet,1.5,2021-01-01 00:00:00
1217,Treptow-Köpenick,1500,W - Wohngebiet,1.2,2021-01-01 00:00:00
2287,Treptow-Köpenick,500,W - Wohngebiet,0.8,2021-01-01 00:00:00
1558,Treptow-Köpenick,750,W - Wohngebiet,1.2,2021-01-01 00:00:00
1283,Treptow-Köpenick,600,W - Wohngebiet,1,2021-01-01 00:00:00
1081,Neukölln,800,W - Wohngebiet,1,2021-01-01 00:00:00
1681,Neukölln,1000,W - Wohngebiet,1.5,2021-01-01 00:00:00
1891,Tempelhof-Schöneberg,6000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1629,Steglitz-Zehlendorf,800,W - Wohngebiet,1.2,2021-01-01 00:00:00
1803,Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2,2021-01-01 00:00:00
1566,Steglitz-Zehlendorf,2000,W - Wohngebiet,1,2021-01-01 00:00:00
1822,Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2,2021-01-01 00:00:00
1816,Charlottenburg-Wilmersdorf,3600,W - Wohngebiet,2,2021-01-01 00:00:00
1206,Treptow-Köpenick,700,W - Wohngebiet,0.8,2021-01-01 00:00:00
2069,Steglitz-Zehlendorf,1600,W - Wohngebiet,1,2021-01-01 00:00:00
1713,Spandau,1200,W - Wohngebiet,2,2021-01-01 00:00:00
1813,Charlottenburg-Wilmersdorf,4500,W - Wohngebiet,2,2021-01-01 00:00:00
1167,Tempelhof-Schöneberg,850,W - Wohngebiet,1,2021-01-01 00:00:00
1337,Steglitz-Zehlendorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1988,Mitte,2000,G - Gewerbe,2,2021-01-01 00:00:00
1219,Steglitz-Zehlendorf,900,W - Wohngebiet,1,2021-01-01 00:00:00
1416,Lichtenberg,800,W - Wohngebiet,1,2021-01-01 00:00:00
1795,Tempelhof-Schöneberg,2800,W - Wohngebiet,2,2021-01-01 00:00:00
1182,Tempelhof-Schöneberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
2448,Charlottenburg-Wilmersdorf,11000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1193,Tempelhof-Schöneberg,11000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1614,Mitte,2500,W - Wohngebiet,1.2,2021-01-01 00:00:00
2319,Lichtenberg,1700,W - Wohngebiet,2,2021-01-01 00:00:00
2437,Treptow-Köpenick,1500,G - Gewerbe,2,2021-01-01 00:00:00
2434,Tempelhof-Schöneberg,5000,M2 - Mischgebiet,3,2021-01-01 00:00:00
1483,Tempelhof-Schöneberg,1100,W - Wohngebiet,1,2021-01-01 00:00:00
2191,Treptow-Köpenick,650,W - Wohngebiet,1,2021-01-01 00:00:00
1171,Tempelhof-Schöneberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
2203,Mitte,12000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2065,Mitte,6000,W - Wohngebiet,2.5,2021-01-01 00:00:00
2088,Friedrichshain-Kreuzberg,3500,W - Wohngebiet,2,2021-01-01 00:00:00
1102,Friedrichshain-Kreuzberg,2000,W - Wohngebiet,1.2,2021-01-01 00:00:00
2420,Treptow-Köpenick,1000,W - Wohngebiet,1.5,2021-01-01 00:00:00
1038,Mitte,10000,M2 - Mischgebiet,3.5,2021-01-01 00:00:00
2289,Neukölln,1000,W - Wohngebiet,1,2021-01-01 00:00:00
2325,Neukölln,3600,W - Wohngebiet,2.5,2021-01-01 00:00:00
2211,Treptow-Köpenick,1400,W - Wohngebiet,1.5,2021-01-01 00:00:00
1111,Treptow-Köpenick,550,W - Wohngebiet,0.8,2021-01-01 00:00:00
2290,Neukölln,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1728,Pankow,2400,W - Wohngebiet,2,2021-01-01 00:00:00
2320,Mitte,2500,W - Wohngebiet,2.5,2021-01-01 00:00:00
2309,Pankow,5500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1127,Reinickendorf,800,W - Wohngebiet,1,2021-01-01 00:00:00
1538,Steglitz-Zehlendorf,1700,W - Wohngebiet,1,2021-01-01 00:00:00
1440,Lichtenberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
1787,Pankow,7000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1405,Steglitz-Zehlendorf,1100,W - Wohngebiet,1,2021-01-01 00:00:00
1495,Pankow,800,W - Wohngebiet,1,2021-01-01 00:00:00
