Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
1641,Charlottenburg-Wilmersdorf,560,W - Wohngebiet,1.2,2012-01-01 00:00:00
1161,Charlottenburg-Wilmersdorf,300,W - Wohngebiet,0.6,2012-01-01 00:00:00
1092,Mitte,750,M2 - Mischgebiet,3,2012-01-01 00:00:00
1391,Mitte,220,W - Wohngebiet,1,2012-01-01 00:00:00
1258,Spandau,280,W - Wohngebiet,0.4,2012-01-01 00:00:00
1603,Tempelhof-Schöneberg,190,W - Wohngebiet,1.2,2012-01-01 00:00:00
1328,Spandau,210,W - Wohngebiet,1,2012-01-01 00:00:00
1741,Spandau,260,W - Wohngebiet,2,2012-01-01 00:00:00
1503,Charlottenburg-Wilmersdorf,80,G - Gewerbe,-,2012-01-01 00:00:00
1506,Charlottenburg-Wilmersdorf,80,G - Gewerbe,-,2012-01-01 00:00:00
1452,Lichtenberg,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1508,Spandau,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
2046,Mitte,500,G - Gewerbe,2.5,2012-01-01 00:00:00
1871,Lichtenberg,150,G - Gewerbe,-,2012-01-01 00:00:00
1974,Charlottenburg-Wilmersdorf,220,G - Gewerbe,1.5,2012-01-01 00:00:00
1498,Lichtenberg,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1446,Lichtenberg,120,W - Wohngebiet,0.4,2012-01-01 00:00:00
1440,Lichtenberg,170,W - Wohngebiet,1,2012-01-01 00:00:00
2292,Pankow,250,W - Wohngebiet,1.5,2012-01-01 00:00:00
1675,Pankow,270,W - Wohngebiet,1.5,2012-01-01 00:00:00
1540,Spandau,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1436,Lichtenberg,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
1875,Charlottenburg-Wilmersdorf,460,W - Wohngebiet,2.5,2012-01-01 00:00:00
2044,Charlottenburg-Wilmersdorf,750,G - Gewerbe,2.5,2012-01-01 00:00:00
2034,Mitte,400,G - Gewerbe,3,2012-01-01 00:00:00
1883,Charlottenburg-Wilmersdorf,750,W - Wohngebiet,2.5,2012-01-01 00:00:00
1872,Charlottenburg-Wilmersdorf,550,W - Wohngebiet,2.5,2012-01-01 00:00:00
1892,Charlottenburg-Wilmersdorf,1100,W - Wohngebiet,2.5,2012-01-01 00:00:00
2021,Mitte,300,G - Gewerbe,2.5,2012-01-01 00:00:00
1101,Charlottenburg-Wilmersdorf,2400,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1655,Mitte,80,G - Gewerbe,-,2012-01-01 00:00:00
1782,Mitte,400,W - Wohngebiet,2,2012-01-01 00:00:00
1151,Mitte,3000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1636,Mitte,330,W - Wohngebiet,1.2,2012-01-01 00:00:00
1005,Mitte,900,W - Wohngebiet,0.6,2012-01-01 00:00:00
1581,Mitte,620,W - Wohngebiet,1,2012-01-01 00:00:00
1858,Mitte,420,W - Wohngebiet,2.5,2012-01-01 00:00:00
1694,Mitte,400,W - Wohngebiet,1.5,2012-01-01 00:00:00
1021,Mitte,1100,M2 - Mischgebiet,3.5,2012-01-01 00:00:00
1364,Lichtenberg,1100,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
1468,Lichtenberg,70,G - Gewerbe,-,2012-01-01 00:00:00
1425,Mitte,2600,M1 - Kerngebiet,-,2012-01-01 00:00:00
1455,Lichtenberg,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
2213,Spandau,60,G - Gewerbe,-,2012-01-01 00:00:00
1940,Neukölln,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
2041,Charlottenburg-Wilmersdorf,520,G - Gewerbe,2.5,2012-01-01 00:00:00
1642,Mitte,90,G - Gewerbe,-,2012-01-01 00:00:00
1257,Spandau,200,W - Wohngebiet,1,2012-01-01 00:00:00
1480,Spandau,130,W - Wohngebiet,0.6,2012-01-01 00:00:00
2205,Mitte,21000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1769,Marzahn-Hellersdorf,90,W - Wohngebiet,0.4,2012-01-01 00:00:00
1463,Lichtenberg,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1457,Pankow,70,G - Gewerbe,-,2012-01-01 00:00:00
1047,Mitte,2400,M2 - Mischgebiet,3.5,2012-01-01 00:00:00
1006,Spandau,40,G - Gewerbe,-,2012-01-01 00:00:00
1378,Treptow-Köpenick,120,W - Wohngebiet,1,2012-01-01 00:00:00
1499,Charlottenburg-Wilmersdorf,270,W - Wohngebiet,1,2012-01-01 00:00:00
1338,Pankow,60,G - Gewerbe,-,2012-01-01 00:00:00
2154,Mitte,80,G - Gewerbe,-,2012-01-01 00:00:00
1467,Lichtenberg,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1112,Treptow-Köpenick,70,G - Gewerbe,-,2012-01-01 00:00:00
1095,Mitte,2300,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2316,Steglitz-Zehlendorf,280,W - Wohngebiet,0.4,2012-01-01 00:00:00
1711,Marzahn-Hellersdorf,40,G - Gewerbe,-,2012-01-01 00:00:00
1349,Marzahn-Hellersdorf,120,W - Wohngebiet,1,2012-01-01 00:00:00
1707,Mitte,430,W - Wohngebiet,1.6,2012-01-01 00:00:00
1415,Reinickendorf,1500,M1 - Kerngebiet,2,2012-01-01 00:00:00
2220,Lichtenberg,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
2100,Mitte,1100,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
1481,Lichtenberg,90,W - Wohngebiet,0.4,2012-01-01 00:00:00
1738,Spandau,230,W - Wohngebiet,2,2012-01-01 00:00:00
1808,Steglitz-Zehlendorf,260,W - Wohngebiet,0.6,2012-01-01 00:00:00
1149,Charlottenburg-Wilmersdorf,240,W - Wohngebiet,0.4,2012-01-01 00:00:00
1507,Lichtenberg,95,W - Wohngebiet,0.4,2012-01-01 00:00:00
1774,Marzahn-Hellersdorf,90,W - Wohngebiet,0.4,2012-01-01 00:00:00
1662,Tempelhof-Schöneberg,80,G - Gewerbe,-,2012-01-01 00:00:00
1890,Tempelhof-Schöneberg,200,W - Wohngebiet,0.4,2012-01-01 00:00:00
2016,Charlottenburg-Wilmersdorf,260,G - Gewerbe,2,2012-01-01 00:00:00
1978,Spandau,280,G - Gewerbe,-,2012-01-01 00:00:00
1732,Spandau,230,W - Wohngebiet,2,2012-01-01 00:00:00
1474,Spandau,90,G - Gewerbe,-,2012-01-01 00:00:00
1383,Spandau,1100,M1 - Kerngebiet,2.5,2012-01-01 00:00:00
1267,Spandau,70,G - Gewerbe,-,2012-01-01 00:00:00
1834,Spandau,340,W - Wohngebiet,2.5,2012-01-01 00:00:00
1443,Spandau,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
1561,Pankow,100,W - Wohngebiet,0.3,2012-01-01 00:00:00
2304,Treptow-Köpenick,180,W - Wohngebiet,1,2012-01-01 00:00:00
1530,Spandau,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1045,Treptow-Köpenick,120,G - Gewerbe,-,2012-01-01 00:00:00
1568,Spandau,100,W - Wohngebiet,0.2,2012-01-01 00:00:00
2110,Spandau,100,W - Wohngebiet,0.2,2012-01-01 00:00:00
1529,Pankow,110,W - Wohngebiet,0.3,2012-01-01 00:00:00
1570,Spandau,100,W - Wohngebiet,0.2,2012-01-01 00:00:00
1691,Spandau,330,W - Wohngebiet,1.5,2012-01-01 00:00:00
1177,Marzahn-Hellersdorf,140,W - Wohngebiet,0.8,2012-01-01 00:00:00
1900,Tempelhof-Schöneberg,450,W - Wohngebiet,3,2012-01-01 00:00:00
1385,Spandau,60,G - Gewerbe,-,2012-01-01 00:00:00
2075,Charlottenburg-Wilmersdorf,700,W - Wohngebiet,0.4,2012-01-01 00:00:00
1725,Spandau,230,W - Wohngebiet,2,2012-01-01 00:00:00
1178,Spandau,60,G - Gewerbe,-,2012-01-01 00:00:00
2182,Pankow,100,W - Wohngebiet,0.3,2012-01-01 00:00:00
1517,Pankow,140,W - Wohngebiet,0.6,2012-01-01 00:00:00
1061,Pankow,30,G - Gewerbe,-,2012-01-01 00:00:00
1534,Pankow,210,W - Wohngebiet,1,2012-01-01 00:00:00
2183,Pankow,100,W - Wohngebiet,0.3,2012-01-01 00:00:00
2337,Treptow-Köpenick,60,G - Gewerbe,-,2012-01-01 00:00:00
1939,Pankow,130,G - Gewerbe,-,2012-01-01 00:00:00
1490,Pankow,190,W - Wohngebiet,1,2012-01-01 00:00:00
1944,Pankow,150,G - Gewerbe,1.5,2012-01-01 00:00:00
1537,Pankow,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
1262,Pankow,200,W - Wohngebiet,0.8,2012-01-01 00:00:00
1565,Pankow,100,W - Wohngebiet,0.3,2012-01-01 00:00:00
1572,Pankow,85,W - Wohngebiet,0.2,2012-01-01 00:00:00
1145,Mitte,2100,M2 - Mischgebiet,3.5,2012-01-01 00:00:00
2225,Mitte,4000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2172,Mitte,3500,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2206,Mitte,3000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2204,Mitte,1500,W - Wohngebiet,3,2012-01-01 00:00:00
1901,Pankow,120,G - Gewerbe,-,2012-01-01 00:00:00
1880,Mitte,700,W - Wohngebiet,2.5,2012-01-01 00:00:00
1139,Charlottenburg-Wilmersdorf,240,W - Wohngebiet,0.4,2012-01-01 00:00:00
1118,Charlottenburg-Wilmersdorf,460,W - Wohngebiet,0.2,2012-01-01 00:00:00
1249,Spandau,280,W - Wohngebiet,0.4,2012-01-01 00:00:00
1771,Pankow,500,W - Wohngebiet,2.5,2012-01-01 00:00:00
1029,Spandau,150,W - Wohngebiet,0.8,2012-01-01 00:00:00
1676,Charlottenburg-Wilmersdorf,500,W - Wohngebiet,1.3,2012-01-01 00:00:00
1265,Spandau,200,W - Wohngebiet,0.4,2012-01-01 00:00:00
1052,Charlottenburg-Wilmersdorf,530,W - Wohngebiet,0.4,2012-01-01 00:00:00
1701,Pankow,290,W - Wohngebiet,1.5,2012-01-01 00:00:00
1623,Pankow,150,W - Wohngebiet,0.4,2012-01-01 00:00:00
1004,Mitte,1200,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1525,Pankow,210,W - Wohngebiet,1,2012-01-01 00:00:00
1783,Pankow,900,W - Wohngebiet,2.5,2012-01-01 00:00:00
1182,Tempelhof-Schöneberg,200,W - Wohngebiet,1,2012-01-01 00:00:00
1114,Mitte,4000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1327,Mitte,900,W - Wohngebiet,4.5,2012-01-01 00:00:00
1088,Mitte,2600,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1420,Mitte,2600,M1 - Kerngebiet,-,2012-01-01 00:00:00
1511,Pankow,190,W - Wohngebiet,1,2012-01-01 00:00:00
1543,Pankow,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
1486,Lichtenberg,100,W - Wohngebiet,0.6,2012-01-01 00:00:00
1462,Lichtenberg,50,G - Gewerbe,-,2012-01-01 00:00:00
2013,Reinickendorf,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1850,Spandau,120,G - Gewerbe,-,2012-01-01 00:00:00
2115,Treptow-Köpenick,170,G - Gewerbe,1.6,2012-01-01 00:00:00
1488,Spandau,60,G - Gewerbe,-,2012-01-01 00:00:00
1810,Mitte,900,W - Wohngebiet,4.5,2012-01-01 00:00:00
1654,Pankow,230,W - Wohngebiet,1.5,2012-01-01 00:00:00
2095,Charlottenburg-Wilmersdorf,5300,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2151,Marzahn-Hellersdorf,70,G - Gewerbe,-,2012-01-01 00:00:00
1780,Treptow-Köpenick,80,G - Gewerbe,-,2012-01-01 00:00:00
2166,Marzahn-Hellersdorf,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
2222,Mitte,1100,W - Wohngebiet,2.5,2012-01-01 00:00:00
1324,Spandau,170,W - Wohngebiet,0.3,2012-01-01 00:00:00
2323,Mitte,420,W - Wohngebiet,2.5,2012-01-01 00:00:00
1845,Steglitz-Zehlendorf,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1596,Friedrichshain-Kreuzberg,370,W - Wohngebiet,2,2012-01-01 00:00:00
1497,Lichtenberg,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
2102,Marzahn-Hellersdorf,1100,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
1225,Marzahn-Hellersdorf,350,M2 - Mischgebiet,2,2012-01-01 00:00:00
2176,Spandau,60,Gp - Gewerbe produzierend,-,2012-01-01 00:00:00
1759,Lichtenberg,50,G - Gewerbe,-,2012-01-01 00:00:00
2238,Spandau,200,W - Wohngebiet,1,2012-01-01 00:00:00
1033,Friedrichshain-Kreuzberg,2000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1952,Neukölln,160,G - Gewerbe,2,2012-01-01 00:00:00
1408,Lichtenberg,160,W - Wohngebiet,0.4,2012-01-01 00:00:00
1347,Treptow-Köpenick,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1073,Mitte,2000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1661,Lichtenberg,250,W - Wohngebiet,1.5,2012-01-01 00:00:00
1414,Lichtenberg,140,W - Wohngebiet,1,2012-01-01 00:00:00
1246,Mitte,5500,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1909,Lichtenberg,150,G - Gewerbe,-,2012-01-01 00:00:00
1275,Steglitz-Zehlendorf,5500,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1381,Treptow-Köpenick,85,W - Wohngebiet,0.2,2012-01-01 00:00:00
1539,Spandau,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
1683,Pankow,260,W - Wohngebiet,1.5,2012-01-01 00:00:00
1200,Charlottenburg-Wilmersdorf,520,W - Wohngebiet,0.6,2012-01-01 00:00:00
1906,Tempelhof-Schöneberg,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
2214,Spandau,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
1767,Tempelhof-Schöneberg,330,W - Wohngebiet,2,2012-01-01 00:00:00
1966,Neukölln,100,W - Wohngebiet,0.1,2012-01-01 00:00:00
2150,Marzahn-Hellersdorf,50,G - Gewerbe,-,2012-01-01 00:00:00
2084,Tempelhof-Schöneberg,350,G - Gewerbe,-,2012-01-01 00:00:00
1341,Treptow-Köpenick,100,W - Wohngebiet,0.3,2012-01-01 00:00:00
1238,Treptow-Köpenick,110,W - Wohngebiet,0.2,2012-01-01 00:00:00
1727,Treptow-Köpenick,80,G - Gewerbe,-,2012-01-01 00:00:00
1064,Friedrichshain-Kreuzberg,460,M2 - Mischgebiet,2.5,2012-01-01 00:00:00
1204,Treptow-Köpenick,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1171,Tempelhof-Schöneberg,200,W - Wohngebiet,1,2012-01-01 00:00:00
1199,Treptow-Köpenick,60,G - Gewerbe,-,2012-01-01 00:00:00
1253,Treptow-Köpenick,200,W - Wohngebiet,0.8,2012-01-01 00:00:00
1263,Mitte,7300,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1896,Pankow,130,G - Gewerbe,-,2012-01-01 00:00:00
1291,Charlottenburg-Wilmersdorf,10000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2193,Marzahn-Hellersdorf,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
2201,Spandau,150,G - Gewerbe,1.8,2012-01-01 00:00:00
2203,Mitte,2600,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1315,Treptow-Köpenick,550,M2 - Mischgebiet,2,2012-01-01 00:00:00
1793,Marzahn-Hellersdorf,85,W - Wohngebiet,0.2,2012-01-01 00:00:00
2123,Treptow-Köpenick,160,W - Wohngebiet,0.4,2012-01-01 00:00:00
2266,Steglitz-Zehlendorf,300,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1066,Pankow,900,W - Wohngebiet,2.5,2012-01-01 00:00:00
2080,Steglitz-Zehlendorf,700,W - Wohngebiet,0.4,2012-01-01 00:00:00
1478,Lichtenberg,190,W - Wohngebiet,1,2012-01-01 00:00:00
2103,Marzahn-Hellersdorf,700,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
1638,Treptow-Köpenick,230,W - Wohngebiet,1.5,2012-01-01 00:00:00
1342,Marzahn-Hellersdorf,120,W - Wohngebiet,1,2012-01-01 00:00:00
1113,Pankow,950,M2 - Mischgebiet,3,2012-01-01 00:00:00
1233,Marzahn-Hellersdorf,340,M2 - Mischgebiet,2,2012-01-01 00:00:00
2268,Steglitz-Zehlendorf,90,GB - Gemeinbedarf,-,2012-01-01 00:00:00
2191,Treptow-Köpenick,110,W - Wohngebiet,1,2012-01-01 00:00:00
1726,Marzahn-Hellersdorf,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
1757,Marzahn-Hellersdorf,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1931,Marzahn-Hellersdorf,180,G - Gewerbe,-,2012-01-01 00:00:00
1280,Charlottenburg-Wilmersdorf,1000,M2 - Mischgebiet,2,2012-01-01 00:00:00
2267,Steglitz-Zehlendorf,300,GB - Gemeinbedarf,-,2012-01-01 00:00:00
2269,Steglitz-Zehlendorf,200,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1899,Tempelhof-Schöneberg,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1086,Treptow-Köpenick,140,W - Wohngebiet,0.7,2012-01-01 00:00:00
1612,Steglitz-Zehlendorf,80,G - Gewerbe,-,2012-01-01 00:00:00
1598,Steglitz-Zehlendorf,460,W - Wohngebiet,0.2,2012-01-01 00:00:00
1456,Neukölln,230,W - Wohngebiet,1,2012-01-01 00:00:00
1250,Treptow-Köpenick,120,W - Wohngebiet,0.3,2012-01-01 00:00:00
1260,Steglitz-Zehlendorf,800,M2 - Mischgebiet,2,2012-01-01 00:00:00
1723,Lichtenberg,230,W - Wohngebiet,2,2012-01-01 00:00:00
1943,Neukölln,150,W - Wohngebiet,0.4,2012-01-01 00:00:00
2077,Charlottenburg-Wilmersdorf,730,W - Wohngebiet,0.4,2012-01-01 00:00:00
1406,Spandau,140,W - Wohngebiet,0.3,2012-01-01 00:00:00
1841,Steglitz-Zehlendorf,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1308,Treptow-Köpenick,450,M2 - Mischgebiet,1.5,2012-01-01 00:00:00
1859,Tempelhof-Schöneberg,210,W - Wohngebiet,0.6,2012-01-01 00:00:00
1063,Steglitz-Zehlendorf,250,W - Wohngebiet,0.8,2012-01-01 00:00:00
1734,Steglitz-Zehlendorf,170,W - Wohngebiet,0.2,2012-01-01 00:00:00
1491,Steglitz-Zehlendorf,270,W - Wohngebiet,1,2012-01-01 00:00:00
1925,Steglitz-Zehlendorf,200,G - Gewerbe,-,2012-01-01 00:00:00
2270,Steglitz-Zehlendorf,140,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1721,Steglitz-Zehlendorf,200,W - Wohngebiet,0.4,2012-01-01 00:00:00
1786,Treptow-Köpenick,90,G - Gewerbe,-,2012-01-01 00:00:00
2271,Steglitz-Zehlendorf,120,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1791,Treptow-Köpenick,90,G - Gewerbe,-,2012-01-01 00:00:00
1400,Treptow-Köpenick,70,G - Gewerbe,-,2012-01-01 00:00:00
1868,Reinickendorf,170,G - Gewerbe,-,2012-01-01 00:00:00
1395,Treptow-Köpenick,80,G - Gewerbe,-,2012-01-01 00:00:00
2272,Steglitz-Zehlendorf,140,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1724,Steglitz-Zehlendorf,180,W - Wohngebiet,0.2,2012-01-01 00:00:00
1648,Charlottenburg-Wilmersdorf,630,W - Wohngebiet,1.2,2012-01-01 00:00:00
2273,Neukölln,100,GB - Gemeinbedarf,-,2012-01-01 00:00:00
2274,Treptow-Köpenick,40,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1155,Treptow-Köpenick,200,W - Wohngebiet,1.5,2012-01-01 00:00:00
2291,Treptow-Köpenick,200,W - Wohngebiet,1.5,2012-01-01 00:00:00
1908,Tempelhof-Schöneberg,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
2093,Treptow-Köpenick,700,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
2081,Steglitz-Zehlendorf,680,W - Wohngebiet,0.4,2012-01-01 00:00:00
1274,Steglitz-Zehlendorf,1200,M2 - Mischgebiet,2,2012-01-01 00:00:00
2079,Steglitz-Zehlendorf,700,W - Wohngebiet,0.4,2012-01-01 00:00:00
2040,Charlottenburg-Wilmersdorf,420,G - Gewerbe,2.5,2012-01-01 00:00:00
2025,Charlottenburg-Wilmersdorf,400,G - Gewerbe,-,2012-01-01 00:00:00
1232,Charlottenburg-Wilmersdorf,3700,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2173,Steglitz-Zehlendorf,800,M2 - Mischgebiet,2,2012-01-01 00:00:00
1917,Neukölln,200,W - Wohngebiet,0.6,2012-01-01 00:00:00
2066,Charlottenburg-Wilmersdorf,950,W - Wohngebiet,2.5,2012-01-01 00:00:00
1888,Charlottenburg-Wilmersdorf,950,W - Wohngebiet,2.5,2012-01-01 00:00:00
2065,Mitte,750,W - Wohngebiet,2.5,2012-01-01 00:00:00
1332,Charlottenburg-Wilmersdorf,17000,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
2231,Lichtenberg,220,W - Wohngebiet,0.6,2012-01-01 00:00:00
1358,Neukölln,220,W - Wohngebiet,1,2012-01-01 00:00:00
1816,Charlottenburg-Wilmersdorf,550,W - Wohngebiet,2,2012-01-01 00:00:00
2243,Pankow,50,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1054,Steglitz-Zehlendorf,40,G - Gewerbe,-,2012-01-01 00:00:00
1743,Steglitz-Zehlendorf,130,W - Wohngebiet,0.2,2012-01-01 00:00:00
1924,Neukölln,200,W - Wohngebiet,0.6,2012-01-01 00:00:00
1731,Steglitz-Zehlendorf,170,W - Wohngebiet,0.3,2012-01-01 00:00:00
2249,Reinickendorf,90,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1163,Treptow-Köpenick,70,Gp - Gewerbe produzierend,-,2012-01-01 00:00:00
1794,Mitte,600,W - Wohngebiet,2.5,2012-01-01 00:00:00
1137,Treptow-Köpenick,70,Gp - Gewerbe produzierend,-,2012-01-01 00:00:00
2071,Treptow-Köpenick,200,W - Wohngebiet,1.5,2012-01-01 00:00:00
1653,Steglitz-Zehlendorf,420,W - Wohngebiet,0.4,2012-01-01 00:00:00
1602,Steglitz-Zehlendorf,440,W - Wohngebiet,0.2,2012-01-01 00:00:00
1285,Spandau,190,W - Wohngebiet,0.3,2012-01-01 00:00:00
1607,Steglitz-Zehlendorf,500,W - Wohngebiet,0.1,2012-01-01 00:00:00
1673,Steglitz-Zehlendorf,380,W - Wohngebiet,0.3,2012-01-01 00:00:00
1620,Steglitz-Zehlendorf,390,W - Wohngebiet,0.2,2012-01-01 00:00:00
1057,Treptow-Köpenick,140,W - Wohngebiet,0.7,2012-01-01 00:00:00
1278,Charlottenburg-Wilmersdorf,6200,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1023,Treptow-Köpenick,100,W - Wohngebiet,0.2,2012-01-01 00:00:00
1213,Steglitz-Zehlendorf,60,G - Gewerbe,-,2012-01-01 00:00:00
1162,Mitte,2700,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1672,Pankow,110,W - Wohngebiet,0.4,2012-01-01 00:00:00
2121,Treptow-Köpenick,70,G - Gewerbe,-,2012-01-01 00:00:00
1010,Treptow-Köpenick,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
1640,Steglitz-Zehlendorf,380,W - Wohngebiet,0.6,2012-01-01 00:00:00
1196,Treptow-Köpenick,150,W - Wohngebiet,0.8,2012-01-01 00:00:00
1248,Pankow,190,W - Wohngebiet,0.8,2012-01-01 00:00:00
1051,Treptow-Köpenick,140,W - Wohngebiet,0.7,2012-01-01 00:00:00
1208,Charlottenburg-Wilmersdorf,520,W - Wohngebiet,0.4,2012-01-01 00:00:00
1236,Charlottenburg-Wilmersdorf,330,W - Wohngebiet,0.4,2012-01-01 00:00:00
1194,Charlottenburg-Wilmersdorf,520,W - Wohngebiet,0.6,2012-01-01 00:00:00
2109,Charlottenburg-Wilmersdorf,630,W - Wohngebiet,0.4,2012-01-01 00:00:00
2072,Charlottenburg-Wilmersdorf,750,W - Wohngebiet,0.4,2012-01-01 00:00:00
1821,Steglitz-Zehlendorf,250,W - Wohngebiet,0.6,2012-01-01 00:00:00
1197,Charlottenburg-Wilmersdorf,2100,M2 - Mischgebiet,3,2012-01-01 00:00:00
1674,Pankow,120,W - Wohngebiet,0.4,2012-01-01 00:00:00
2073,Charlottenburg-Wilmersdorf,780,W - Wohngebiet,0.4,2012-01-01 00:00:00
2119,Treptow-Köpenick,80,G - Gewerbe,-,2012-01-01 00:00:00
1340,Spandau,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1689,Steglitz-Zehlendorf,280,W - Wohngebiet,0.4,2012-01-01 00:00:00
2008,Reinickendorf,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1521,Pankow,110,W - Wohngebiet,0.6,2012-01-01 00:00:00
1469,Pankow,190,W - Wohngebiet,1,2012-01-01 00:00:00
2168,Lichtenberg,110,W - Wohngebiet,0.6,2012-01-01 00:00:00
2312,Treptow-Köpenick,30,G - Gewerbe,-,2012-01-01 00:00:00
1588,Charlottenburg-Wilmersdorf,620,W - Wohngebiet,1,2012-01-01 00:00:00
1222,Treptow-Köpenick,130,W - Wohngebiet,0.4,2012-01-01 00:00:00
2146,Neukölln,240,W - Wohngebiet,0.6,2012-01-01 00:00:00
1193,Tempelhof-Schöneberg,2800,M1 - Kerngebiet,4.5,2012-01-01 00:00:00
1056,Treptow-Köpenick,110,W - Wohngebiet,0.3,2012-01-01 00:00:00
2305,Spandau,60,GB - Gemeinbedarf,-,2012-01-01 00:00:00
1388,Spandau,140,W - Wohngebiet,0.4,2012-01-01 00:00:00
1955,Neukölln,100,W - Wohngebiet,0.1,2012-01-01 00:00:00
1273,Neukölln,90,G - Gewerbe,-,2012-01-01 00:00:00
1671,Tempelhof-Schöneberg,250,W - Wohngebiet,1.3,2012-01-01 00:00:00
2153,Reinickendorf,150,G - Gewerbe,-,2012-01-01 00:00:00
1387,Neukölln,220,W - Wohngebiet,1,2012-01-01 00:00:00
2099,Neukölln,1100,M1* - Einzelhandelszentrum,4,2012-01-01 00:00:00
1885,Steglitz-Zehlendorf,150,G - Gewerbe,-,2012-01-01 00:00:00
1936,Neukölln,170,W - Wohngebiet,0.4,2012-01-01 00:00:00
1574,Treptow-Köpenick,220,W - Wohngebiet,1.2,2012-01-01 00:00:00
1735,Marzahn-Hellersdorf,100,W - Wohngebiet,0.4,2012-01-01 00:00:00
1048,Steglitz-Zehlendorf,250,W - Wohngebiet,0.8,2012-01-01 00:00:00
1833,Steglitz-Zehlendorf,220,W - Wohngebiet,0.4,2012-01-01 00:00:00
1698,Steglitz-Zehlendorf,280,W - Wohngebiet,0.6,2012-01-01 00:00:00
1594,Steglitz-Zehlendorf,200,G - Gewerbe,-,2012-01-01 00:00:00
1096,Treptow-Köpenick,140,W - Wohngebiet,0.5,2012-01-01 00:00:00
1353,Neukölln,220,W - Wohngebiet,1,2012-01-01 00:00:00
1108,Treptow-Köpenick,130,W - Wohngebiet,0.6,2012-01-01 00:00:00
