area_id,area_name,Straftaten -insgesamt-,Raub,"Straßenraub, Handtaschen-raub",Körper-verletzungen -insgesamt-,Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung, Bedrohung, Nachstellung",Diebstahl -insgesamt-,Diebstahl von Kraftwagen,Diebstahl an/aus Kfz,Fahrrad- diebstahl,Wohnraum- einbruch,Branddelikte -insgesamt-,Brand- stiftung,Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten,year,data_type
83010,Gropiusstadt Ost,9077.180303112022,80.90178523272746,48.54107113963648,1612.6422523057008,404.50892616363734,965.427970443881,2863.9231972385523,172.59047516315192,663.3946389083652,161.80357046545492,199.5577369073944,177.9839275120004,37.75416644193948,1218.9202308397605,75.50833288387896,177.9839275120004,3565.072002588857,2024,frequency
84011,Buckow Nord,11488.223799238918,92.56402344955262,61.70934896636841,1151.9078473722102,226.26761287668415,1028.4891494394735,5152.730638691763,359.97120230381574,1069.6287154170525,287.97696184305255,236.5525043710789,71.99424046076314,41.13956597757894,853.645994034763,20.56978298878947,92.56402344955262,3280.8803867119204,2024,frequency
84012,Rudow,6514.746522901282,45.30421782267929,29.44774158474154,792.8238118968876,215.19503465772664,457.57260000906086,2541.566619852308,274.09051782720974,625.1982059529743,167.62560594391337,344.31205545236264,38.508585149277394,24.91731980247361,622.9329950618403,52.09985049608119,106.46491188329634,1841.6164544919131,2024,frequency
89900,"Bezirk (Nk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
90000,Treptow-Köpenick,8748.95011918485,70.72881281007614,42.16525379062231,963.3400321680081,232.5889805869811,510.74363865737666,3979.175805305341,196.20444707410542,637.2394000292436,766.115457986065,214.9067773844621,61.5476688395374,22.102754003148792,1079.6345224614986,174.78177780951506,161.860167776905,2520.0539987282414,2024,frequency
91001,Alt-Treptow,18471.290082028336,290.82774049217005,208.7994034302759,1573.4526472781506,499.62714392244595,1327.3676360924683,9567.486950037286,141.68530947054438,1991.0514541387024,2319.164802386279,208.7994034302759,96.94258016405668,52.199850857568975,1573.4526472781506,201.34228187919464,1066.3683818046234,5354.213273676361,2024,frequency
91002,Plänterwald,9567.118495846087,87.4508089199825,43.72540445999125,743.3318758198513,174.901617839965,454.74420638390905,5491.910800174902,332.31307389593354,1329.2522955837342,559.6851770878881,393.5286401399213,52.47048535198951,43.72540445999125,804.5474420638391,52.47048535198951,174.901617839965,2763.4455618714474,2024,frequency
91003,Baumschulenweg,8853.463495690103,67.50441375012981,46.733824903936025,898.3279675978814,202.51324125038946,472.5308962509087,4455.291307508568,327.1367743275522,882.750025963236,560.8058988472324,270.01765500051926,36.34853048083913,10.385294423096894,929.483850867172,171.35735798109874,176.5500051926472,2772.8736109668707,2024,frequency
91004,Johannisthal,8304.531035462336,56.81549169073435,28.407745845367174,738.6013919795465,175.18109937976422,435.58543629562996,4024.430661427016,113.6309833814687,800.151507977842,478.19705506368075,194.119596610009,47.34624307561195,18.93849723024478,1065.290469201269,123.10023199659108,89.95786184366271,2845.5092088442784,2024,frequency
92005,Oberschöneweide,8905.109489051094,59.18327086210298,11.836654172420594,1246.7942394949694,240.67863483921877,410.337344643914,3712.76385874926,220.95087788518444,651.0159794831327,919.3134740579995,173.60426119550206,106.52988755178536,39.45551390806865,1207.3387255869006,193.3320181495364,165.71315841388832,2714.5393568751233,2024,frequency
92006,Niederschöneweide,15555.09811993962,150.95375325922876,102.9230135858378,1454.645258679841,391.1074516261836,658.7072869493619,7650.610676547276,212.70756141073144,967.4763277068753,1502.6759983532318,267.5998353231783,164.67682173734048,13.723068478111706,2278.0293673665433,782.2149032523672,171.53835597639633,4501.166460820639,2024,frequency
92007,Adlershof,9789.95763093843,67.61020463355268,31.551428828991256,991.6163346254394,225.36734877850898,419.1832687280267,4376.633913278644,198.3232669250879,662.5800054088164,865.4106193094744,121.69836834039484,40.566122780131614,4.507346975570179,1325.1600108176328,130.7130622915352,112.68367438925449,2397.9085910033355,2024,frequency
92008,Köllnische Vorstadt/Spindlersfeld,7142.298365016037,93.87467730579677,46.93733865289838,774.4660877728232,117.34334663224595,633.6540718141282,2800.5945396229367,132.98912618321208,398.96737854963624,422.4360478760854,195.57224438707658,54.760228428381446,31.291559101932254,946.5696628334507,109.52045685676289,156.45779550966128,2526.7933974810294,2024,frequency
93009,Altglienicke,6758.03248803672,42.31908590774439,19.531885803574333,934.2752042709723,214.8507438393177,537.1268595982942,2767.017155506364,227.87200104170057,377.6164588691038,364.5952016667209,201.82948663693477,68.36160031251016,29.2978287053615,924.5092613691852,74.87222891370162,107.42537191965884,2177.8052670985385,2024,frequency
93010,Bohnsdorf,7669.259212036211,25.50044625780951,19.125334693357132,879.7653958944281,248.62935101364272,567.3849292362617,3327.8082366441413,312.3804666581665,535.5093714139997,267.75468570699985,331.50580135152364,63.75111564452378,0,860.640061201071,51.00089251561902,82.87645033788091,2014.5352543669514,2024,frequency
93011,Grünau,8570.047141303034,24.175027196905596,12.087513598452798,1015.351142270035,374.71292155203673,507.6755711350175,3384.5038075667835,241.75027196905597,435.15048954430074,967.0010878762239,241.75027196905597,145.05016318143356,72.52508159071678,1365.8890366251662,217.57524477215037,84.61259518916958,2622.990450864257,2024,frequency
93012,Schmöckwitz,3733.333333333333,0,0,422.22222222222223,66.66666666666666,111.11111111111111,1200,44.44444444444444,177.77777777777777,222.22222222222223,177.77777777777777,44.44444444444444,44.44444444444444,466.66666666666663,88.88888888888889,0,622.2222222222222,2024,frequency
94013,Köpenick Süd,4928.684627575278,23.771790808240887,7.9239302694136295,538.8272583201268,39.61965134706815,253.56576862123615,2099.841521394612,63.391442155309036,221.87004754358162,562.5990491283677,316.9572107765452,31.695721077654518,15.847860538827259,602.2187004754359,23.771790808240887,79.2393026941363,1331.2202852614898,2024,frequency
94014,Allende-Viertel,7468.5338001166965,33.34166875052097,16.670834375260483,908.5604734516963,141.7020921897141,366.75835625573063,3800.95023755939,216.72084687838628,666.8333750104193,725.181295323831,133.36667500208387,41.67708593815121,16.670834375260483,758.522964074352,166.70834375260483,66.68333750104193,1925.4813703425857,2024,frequency
94015,Altstadt Köpenick,8823.529411764704,52.75652862041677,39.567396465312584,1648.641519388024,197.8369823265629,857.2935900817725,2624.6372988657345,79.13479293062517,197.8369823265629,646.2674756001055,65.94566077552096,39.567396465312584,26.378264310208387,1055.1305724083354,131.89132155104193,105.51305724083355,3270.90477446584,2024,frequency
94016,Müggelheim,3205.7618980370003,28.244598220590312,14.122299110295156,579.0142635221014,169.46758932354186,197.71218754413218,889.7048439485949,42.366897330885465,70.61149555147578,70.61149555147578,155.34529021324673,14.122299110295156,0,494.2804688603305,84.73379466177093,14.122299110295156,974.4386386103657,2024,frequency
95017,Friedrichshagen,5822.904121066136,31.418547415824474,31.418547415824474,670.2623448709221,204.22055820285908,397.96826726711,2639.157982929256,204.22055820285908,277.5305021731162,874.4829030737811,146.61988794051422,26.182122846520393,5.236424569304079,816.8822328114363,235.63910561868354,68.07351940095303,1471.4353039744462,2024,frequency
95018,Rahnsdorf,5744.661009045976,27.977245173925212,27.977245173925212,559.5449034785042,111.90898069570085,289.0982001305605,2219.5281171314,74.60598713046723,354.37843886971933,606.1736454350462,270.4467033479437,37.30299356523361,9.325748391308403,1016.506574652616,233.1437097827101,37.30299356523361,1184.3700456961672,2024,frequency
95019,Dammvorstadt,12407.87235765773,137.68526767635862,105.28873410545071,1530.7362112253988,542.6419373127076,356.36186927998705,5491.212440268891,121.48700089090467,299.6679355308982,1020.4908074835993,105.28873410545071,40.49566696363489,8.099133392726978,1263.4648092654086,251.07313517453633,291.56880213817124,2672.7140195999027,2024,frequency
95020,Köpenick Nord,4473.920863309352,44.96402877697842,14.988009592326138,412.1702637889688,112.41007194244604,329.73621103117506,2150.779376498801,82.43405275779376,284.77218225419665,644.4844124700239,344.7242206235012,7.494004796163069,7.494004796163069,539.568345323741,59.95203836930455,29.976019184652277,1378.8968824940048,2024,frequency
99900,"Bezirk (Tp-Kp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
100000,Marzahn-Hellersdorf,8424.445449189583,90.08453560223055,61.65481524107033,1141.641662213819,258.6076972611561,537.766999602669,3423.2123528847605,226.06765588392454,545.3025881321331,253.12726923972764,225.382602381246,106.18329291517668,27.40214010714237,961.4725910093579,105.8407661638374,120.9119432227657,2562.1001000178117,2024,frequency
101001,Marzahn Nord,8784.814190544988,104.34224255558232,76.25010032907939,1657.436391363673,409.34264387189984,730.3956978890762,2745.003611846858,268.8819327393852,377.23733847018224,176.579179709447,116.38173208122643,96.31591620515292,16.05265270085882,1284.2122160687054,200.65815876073523,164.5396901838029,3559.6757364154428,2024,frequency
101002,Marzahn Mitte,9822.991635868508,118.65395837385722,93.36704921221552,1268.2357517992607,305.3880567982883,636.0630227582183,4014.7831161252675,317.0589379498152,715.8140439603189,184.7889515658432,194.51468585878234,106.98307722233028,19.45146858587823,1034.818128768722,108.92822408091811,151.7214549698502,3036.3742462555924,2024,frequency
101003,Marzahn Süd,9969.628308344983,77.13445499686641,36.15677577978113,1012.3897218338716,204.8883960854264,554.4038952899773,4596.731427469507,291.6646579569011,843.6581015282263,197.65704092947018,226.58246155329508,134.9852962445162,33.74632406112905,1012.3897218338716,67.4926481222581,120.52258593260376,2514.1011425541146,2024,frequency
102004,Hellersdorf Nord,9317.281944476232,102.991325841668,77.81566841370471,1652.4386057263177,393.65573432815324,741.5375460600096,3304.8772114526355,242.60178976037352,505.8018446890806,178.51829812555786,132.744375529261,64.08349163481564,18.309569038518756,1160.3689378161262,68.66088389444533,141.89916004852037,3577.2320509006017,2024,frequency
102005,Hellersdorf Ost,7133.949688239088,98.90346162115674,60.20210707374758,1302.9456030961082,258.00903031606106,511.7179101268544,2485.4869920447213,189.2066222317781,438.61535153730375,245.108578800258,103.20361212642442,154.8054181896366,34.40120404214147,907.3317566114813,81.702859600086,60.20210707374758,2752.096323371318,2024,frequency
102006,Hellersdorf Süd,7363.758906219911,100.13479684190257,77.02676680146351,1170.8068553822454,273.4450221451955,492.97130752936647,2803.774311573272,215.67494704409782,362.0258039668785,296.5530521856345,73.17542846139034,227.22896206431736,92.43212016175622,982.0912767186597,196.41825534373194,84.72944348160986,2599.6533795493933,2024,frequency
103007,Biesdorf,7984.115709950282,80.71285594369472,45.19919932846904,723.1871892555047,145.2831406986505,329.30845225027446,3677.277716794731,119.45502679666818,484.2771356621683,442.30645057144704,406.7927939562214,80.71285594369472,12.914056950991155,661.8454187382966,54.88474204171241,148.5116549363983,1504.4876347904694,2024,frequency
104008,Kaulsdorf,6386.410605373255,35.28403649377489,20.162306567871365,665.3561167397551,161.29845254297092,342.7592116538132,2807.6011895760876,90.73037955542114,418.36786128333085,322.59690508594184,488.9359342708806,60.48691970361409,15.121729925903523,740.9647663692726,70.56807298754978,80.64922627148546,1512.1729925903524,2024,frequency
104009,Mahlsdorf,4650.092081031308,23.02025782688766,9.865824782951854,391.3443830570903,69.06077348066299,233.49118652986058,2295.448566166798,95.3696395685346,259.8000526177322,266.3772691397001,361.7469087082347,32.88608260983952,9.865824782951854,529.4659300184162,134.83293870034203,59.19494869771113,818.863456985004,2024,frequency
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
110000,Lichtenberg,9679.653457568751,81.12068385057121,57.393685412064215,1111.3213052414221,270.61603624459326,480.31140082274965,4472.539205658568,231.17791721842624,611.4511624626059,522.9558709892555,199.11440581503842,88.17465635931653,25.97144423674414,1201.419772284942,219.63505311320662,170.89851578005712,2803.9540722262655,2024,frequency
111001,Malchow,5545.1713395638635,15.576323987538942,15.576323987538942,654.2056074766356,109.03426791277259,482.8660436137072,2087.2274143302184,62.30529595015577,186.9158878504673,140.1869158878505,186.9158878504673,46.728971962616825,0,685.3582554517134,77.88161993769471,31.152647975077883,2056.07476635514,2024,frequency
111002,Neu-Hohenschönhausen Nord,7297.913950456324,65.1890482398957,45.63233376792699,1176.6623207301175,273.79400260756194,557.3663624511082,2382.659713168188,260.7561929595828,453.0638852672751,143.41590612777054,123.85919165580182,74.96740547588006,16.297262059973924,1056.0625814863104,123.85919165580182,153.19426336375489,2526.0756192959584,2024,frequency
111003,Neu-Hohenschönhausen Süd,9533.590678896484,127.49229734036902,109.78503382087332,1338.6691220738746,297.4820271275277,587.8811488472571,3831.851825618869,208.9457095300492,559.549527216064,290.39912171972946,106.24358111697418,99.1606757091759,38.955979742890534,1494.493041045437,201.86280412225096,123.95084463646988,3474.1651025250558,2024,frequency
112004,Alt-Hohenschönhausen Nord,9690.413166072045,74.80722752905973,57.54402117619979,1260.2140637587754,316.49211646909885,621.4754287029577,3930.256646334446,247.43929105765912,696.2826562320175,247.43929105765912,339.5097249395788,138.1056508228795,28.772010588099896,995.5115663482565,69.05282541143976,172.6320635285994,2589.4809529289905,2024,frequency
112005,Alt-Hohenschönhausen Süd,8531.286210892236,60.83429895712631,52.14368482039398,1097.9142526071844,275.20278099652376,402.6651216685979,3763.0359212050985,295.4808806488992,753.1865585168019,440.324449594438,338.93395133256087,127.46234067207416,20.278099652375435,1034.1830822711472,141.94669756662805,112.97798377752028,2798.37775202781,2024,frequency
113006,Fennpfuhl,8664.929047205329,75.29684332464524,43.440486533449175,984.6510280915146,228.78656240949897,460.46915725456125,3993.6287286417605,228.78656240949897,715.3200115841297,362.0040544454098,240.3706921517521,112.94526498696786,46.33651896901245,1274.2542716478424,127.42542716478424,121.63336229365768,2583.2609325224444,2024,frequency
113007,Alt-Lichtenberg,16350.780424832765,123.22497359464852,82.14998239643234,1701.6782067832414,445.9570472949184,604.3891562023236,9036.498063607558,258.1856589602159,941.7908696162422,839.1033916207018,134.96068536556743,111.4892618237296,29.339279427297264,1399.4836286820796,205.37495599108084,290.4588663302429,3922.6616594296443,2024,frequency
113008,Frankfurter Allee Süd,18143.41941057886,172.79447057694154,105.59662090813093,1766.3434770087356,547.1824901603148,623.9800326389555,6450.993568205817,403.18709801286354,1113.56436594029,575.9815685898051,115.19631371796102,47.99846404915043,28.799078429490255,2543.9185946049724,1430.3542286646828,566.381875779975,3590.2851108764517,2024,frequency
114009,Neu-Lichtenberg,9342.95052406176,84.52609038656598,45.08058153950186,941.0571396371013,236.67305308238474,357.827115969796,4744.731207032571,154.96449904203763,453.62335174123746,890.3414854051616,154.96449904203763,56.35072692437732,25.357827115969794,1197.452947143018,233.8555167361659,194.41000788910176,2924.602727375183,2024,frequency
114010,Friedrichsfelde Nord,9693.28879441239,91.10233829334953,66.808381415123,1093.2280595201944,321.8949286365017,522.3200728818706,4385.0592165198905,279.3805040996052,777.4066201032493,576.9814758578804,182.20467658669907,66.808381415123,18.220467658669907,1202.550865472214,285.45399331916184,188.27816580625569,3012.450652900091,2024,frequency
114011,Friedrichsfelde Süd,7711.2387202625105,32.10043870599565,32.10043870599565,784.6773905910047,131.9684702357599,370.9384028248386,3873.4529371901417,210.43620929486036,335.2712487070657,420.8724185897207,189.0359168241966,78.46773905910048,24.96700788244106,991.5468844740878,189.0359168241966,99.86803152976424,1890.359168241966,2024,frequency
115012,Rummelsburger Bucht,10635.566017547613,42.79905842071474,42.79905842071474,641.9858763107211,128.39717526214423,492.1891718382195,5970.468649689707,171.19623368285897,534.9882302589343,2011.555745773593,171.19623368285897,128.39717526214423,85.59811684142949,1176.9741065696555,363.79199657607535,299.5934089450032,2460.945859191098,2024,frequency
115013,Karlshorst,5599.715652061523,38.7747188832881,25.849812588858732,571.9271035284994,132.480289517901,274.654258756624,2856.40429106889,116.32415664986429,210.0297272844772,607.4705958381802,252.03567274137265,35.54349230968076,3.2312265736073416,756.107018224118,190.64236784283315,84.01189091379088,1751.3248028951791,2024,frequency
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
120000,Reinickendorf,9711.226524598946,98.21720884550135,55.06116253459924,1114.9885413256347,271.9574987350814,591.9074972469418,3734.114110539004,162.57924342986396,803.223310217566,357.89755647489505,170.01994106967467,58.781511354504595,21.95005803744159,906.2769725289443,118.67912735498079,210.57174320664305,2724.7834756986813,2024,frequency
121001,Ost 1 - Reginhardstraße,9717.671662600209,94.10944579993028,55.76856047403276,996.8630184733356,243.98745207389334,672.7082607180201,4639.2471244336,170.79121645172532,1174.625304984315,442.66294876263504,170.79121645172532,80.16730568142209,24.398745207389332,1003.8340885325897,125.47926106657371,153.3635413035901,3502.962704775183,2024,frequency
121002,Ost 2 - Alt-Reinickendorf,12976.576576576577,176.57657657657657,90.09009009009009,1264.8648648648648,306.3063063063063,727.927927927928,5981.981981981982,245.04504504504504,1823.4234234234234,558.5585585585586,190.99099099099098,97.2972972972973,36.03603603603604,1127.9279279279278,158.55855855855856,284.68468468468467,3354.954954954955,2024,frequency
122003,West 4 - Auguste-Viktoria-Allee,11174.045527872378,129.05538626994084,71.6974368166338,1649.0410467825775,433.7694927406345,792.2566768238036,4925.613909302742,121.88564258827746,788.6718049829718,362.0720559240007,143.3948736332676,25.094102885821833,3.58487184083169,878.2936010037641,64.52769313497042,157.73436099659438,3663.7390213299873,2024,frequency
122004,West 1 - Tegel-Süd/Flughafensee,15633.633633633634,90.09009009009009,48.048048048048045,2030.0300300300298,492.4924924924925,1123.1231231231232,4828.828828828829,168.16816816816817,1249.2492492492493,162.16216216216216,192.19219219219218,150.15015015015015,90.09009009009009,1345.3453453453453,54.05405405405405,1507.5075075075074,4978.978978978978,2024,frequency
122005,West 5 - Tegel,14734.93429995469,226.55188038060717,154.05527865881288,1386.4975079293158,362.48300860897143,589.0348889895786,7575.894879927503,108.74490258269144,434.97961033076575,471.2279111916629,81.55867693701857,27.18622564567286,18.124150430448573,1060.2628001812416,154.05527865881288,126.86905301314002,2999.546896239239,2024,frequency
124006,West 2 - Heiligensee/Konradshöhe,3505.4824114458074,16.304569355561895,8.152284677780948,334.24367178901883,57.065992744466634,248.6446826723189,1247.299555700485,48.913708066685686,150.81726653894754,264.9492520278808,163.04569355561895,32.60913871112379,16.304569355561895,542.126931072433,65.21827742224758,73.37056210002854,847.8376064892186,2024,frequency
124007,Nord 1 - Frohnau/Hermsdorf,4895.486216298092,39.38200545289307,18.17631020902757,387.7612844592548,102.99909118448956,263.5564980308997,2169.0396849439567,115.11663132384126,357.4674341108755,608.9063920024236,287.79157830960315,15.14692517418964,0,820.9633444410786,184.7924871251136,42.41139048773099,1036.0496819145715,2024,frequency
125008,West 3 - Borsigwalde/Freie Scholle,6028.30472749172,48.178259560373384,18.066847335140018,843.1195423065342,186.69075579644687,529.9608551641072,2180.0662451068956,138.51249623607347,548.0277024992472,198.7353206865402,144.53477868112014,48.178259560373384,18.066847335140018,632.3396567299006,84.31195423065343,78.28967178560674,2071.6651610960557,2024,frequency
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,14390.936612465279,74.90402921257139,43.694017040666644,1161.0124527948565,280.89010954714274,505.6021971848569,3370.6813145657125,237.19609250647608,702.2252738678568,262.1641022439999,177.89706937985704,46.81501825785712,15.605006085952374,880.1223432477138,190.38107424861894,99.87203895009519,2340.750912892856,2024,frequency
126010,Rollbergesiedlung,9377.655055225148,201.78419711129993,95.5819881053526,1253.1860662701786,392.9481733220051,700.9345794392524,3908.2412914188617,244.26508071367886,902.7187765505523,138.06287170773152,138.06287170773152,95.5819881053526,31.8606627017842,754.035683942226,31.8606627017842,138.06287170773152,2984.28207306712,2024,frequency
126011,MV Nord,7097.999123703811,109.5370235139477,69.37344822550021,1307.1418139331092,314.0061340733168,525.7777128669491,2592.376223163429,149.7005988023952,540.3826493354753,186.21293997371112,69.37344822550021,69.37344822550021,18.25617058565795,836.1326128231342,80.32715057689498,62.07097999123704,2910.0335913538775,2024,frequency
126012,MV Süd,5697.07525945279,50.801944988750996,21.77226213803614,1030.5537412003773,203.20777995500399,406.41555991000797,1661.9493432034255,145.1484142535743,493.50460846215253,123.37615211553813,188.69293852964657,50.801944988750996,21.77226213803614,703.9698091298353,116.11873140285942,123.37615211553813,2264.315262355759,2024,frequency
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,frequency
999999,Berlin (PKS gesamt),13899.822077821613,132.04919935019726,80.86434078543617,1305.742502771976,357.05629045150977,654.7020448157602,5765.34901111369,195.30182305768287,949.9755034681931,698.7700162450684,219.9272839792682,81.8699878806632,25.96632371522137,1212.9651117815424,202.83128336040843,372.50199840127897,3323.096361620381,2024,frequency
