kindergarten_id,district_id,name,address,postal_code,phone_number,email,website,coordinates,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
104,01,EKT - Grünes Nashorn e.V.,Unknown,0,,,,"52.5134717,13.2803332",52.5134717,13.2803332,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
105,02,EKT - Känguruh e.V.,"Urbanstraße 6, 10961 Berlin",10961,,,,"52.4939637,13.4016768",52.4939637,13.4016768,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
106,02,Kinderladen Kalle Kirschkern,"Fidicinstraße 32, 10965 Berlin",10965,,,,"52.4869227,13.3914611",52.4869227,13.3914611,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
107,01,EKT - Kantis Kinder-Klub e.V.,Unknown,0,,,,"52.4703256,13.2926302",52.4703256,13.2926302,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
108,01,Kita Karamell,"Gierkezeile 42, 10585 Berlin",10585,,,,"52.5177009,13.3025462",52.5177009,13.3025462,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,EKT - Karamell e.V.,23,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
109,01,EKT - Kartoffelladen e.V.,Unknown,0,,,,"52.5134536,13.2929372",52.5134536,13.2929372,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
110,02,Katzbachpiraten,"Katzbachstraße 19, 10965 Berlin",10965,,,,"52.4870863,13.3760192",52.4870863,13.3760192,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Katzbachpiraten e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
111,08,EKT - Hort im Märkischen Viertel e.V.,Unknown,0,,,,"52.6001576,13.3649076",52.6001576,13.3649076,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
112,05,EKT - Jo Jo e.V.,"Schwedenstraße 3a, 13357 Berlin",13357,,,,"52.5550696,13.37608",52.5550696,13.37608,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
113,01,Kita Cheburashka,"Mindener Straße 11, 10589 Berlin",10589,,,,"52.5253589,13.2988279",52.5253589,13.2988279,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Cheburashka gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
114,11,Kita Ebersstraße,"Ebersstraße 68, 10827 Berlin",10827,,,,"52.4792962,13.3502442",52.4792962,13.3502442,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
115,11,Kita Lauterstraße 30,"Lauterstraße 30, 12159 Berlin",12159,,,,"52.4744996,13.3355502",52.4744996,13.3355502,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
116,10,Kinderladen Kasymir,"Menckenstraße 1, 12169 Berlin",12169,,,,"52.4583781,13.3315085",52.4583781,13.3315085,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Kasymir e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
117,10,EKT - Kinderhaus Schönow e.V.,Unknown,0,,,,"52.413267,13.2609157",52.413267,13.2609157,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
118,09,EKT - Kinderhaus Gruberzeile e.V.,Unknown,0,,,,"52.5476783,13.2049266",52.5476783,13.2049266,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
119,07,Kita Kindersorpresa,"Schwedter Straße 29, 10435 Berlin",10435,,,,"52.536391,13.406703",52.536391,13.406703,Mitte,Pankow,Kita Kindersorpresa e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
120,01,KiBest Die Kita,"Nehringstraße 16A, 14059 Berlin",14059,,,,"52.5138401,13.2945968",52.5138401,13.2945968,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderbegegnungsstätte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
121,02,Kinder aus Kreuzberg,Unknown,0,,,,"52.5004737,13.4294707",52.5004737,13.4294707,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,EKT Kinder aus Kreuzberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
122,01,EKT - Kinderladen Purzelbaum e.V.,Unknown,0,,,,"52.510792,13.3136549",52.510792,13.3136549,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
123,01,Kindergruppe Hasensprung,"Koenigsallee 35, 14193 Berlin",14193,,,,"52.4872433,13.2710587",52.4872433,13.2710587,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kindergruppe Hasensprung e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
124,01,Kinderladen Mainzelmännchen,"Mainzer Straße 25, 10715 Berlin",10715,,,,"52.4800607,13.3228931",52.4800607,13.3228931,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderladen Mainzelmännchen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
125,01,EKT - Kindergarten am Schloß Charlottenburg,"Eosanderstraße 13, 10587 Berlin",10587,,,,"52.5204769,13.3018566",52.5204769,13.3018566,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
126,02,Kinderladen Kinderbüro,"Scharnweberstraße 33, 10247 Berlin",10247,,,,"52.5129861,13.4624114",52.5129861,13.4624114,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kinderbüro e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
127,01,Kinderland,"Wilhelmsaue 18, 10715 Berlin",10715,,,,"52.485661,13.3242685",52.485661,13.3242685,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,EKT - Kinderland e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
128,11,Kinderspielkreis Alboinplatz,"Alboinstraße 113, 12105 Berlin",12105,,,,"52.4581963,13.3698397",52.4581963,13.3698397,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Kinderspielkreis Alboinplatz e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
129,11,"Kinderladen ""Villa Kunterbunt""","Kurfürstenstraße 114, 12105 Berlin",12105,,,,"52.4458057,13.3680752",52.4458057,13.3680752,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
130,10,Kinderladen Zweitausendfüssler,"Thorwaldsenstraße 29, 12157 Berlin",12157,,,,"52.4615738,13.3443659",52.4615738,13.3443659,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Kinderladen Zweitausendfüssler e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
131,11,EKT - Kinderwelt e.V.,Unknown,0,,,,"52.4081911,13.3555633",52.4081911,13.3555633,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
132,05,Kinderladen Badehaus,"Wilsnacker Straße 62, 10559 Berlin",10559,,,,"52.527324,13.3513713",52.527324,13.3513713,Mitte,Mitte,Kinderladen Badehaus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
133,02,EKT - Kinderladen Bande e.V.,"Oranienstraße 202, 10999 Berlin",10999,,,,"52.4996751,13.4246836",52.4996751,13.4246836,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
134,11,Kinderladen Feuerkäfer,"Frankenstraße 15, 10781 Berlin",10781,,,,"52.4933014,13.3527944",52.4933014,13.3527944,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
135,01,EKT - Kinderladen - was sonst e.V.,"Friedbergstraße 5, 14057 Berlin",14057,,,,"52.5045821,13.297567",52.5045821,13.297567,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
136,02,Kinderladen Luftabong,"Yorckstraße 88H, 10965 Berlin",10965,,,,"52.4924853,13.3862655",52.4924853,13.3862655,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kinderladen-Luftabong e.V,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
137,02,EKT – Kinderladen Muko e.V.,Unknown,0,,,,"52.5004598,13.4337605",52.5004598,13.4337605,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
138,06,Kinderladen Pimpinella,"Kranoldstraße 9, 12051 Berlin",12051,,,,"52.4660128,13.4334278",52.4660128,13.4334278,Neukölln,Neukölln,Pimpinella e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
139,02,Kinderladen Sol,"Dirschauer Straße 13, 10245 Berlin",10245,,,,"52.5082762,13.4570377",52.5082762,13.4570377,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Sol e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
140,01,Kinderladen Goethestraße,"Goethestraße 13, 10623 Berlin",10623,,,,"52.509069,13.3187152",52.509069,13.3187152,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderladen Goethestraße e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
141,09,EKT - Kinderladen Immerfrech e.V.,Unknown,0,,,,"52.5351799,13.2706888",52.5351799,13.2706888,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
142,01,EKT - Knuddelmonster e.V./Helene-Keller-Schule,Unknown,0,,,,"52.4990742,13.2623584",52.4990742,13.2623584,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
143,06,Kleiner Fratz,"Weisestraße 28, 12049 Berlin",12049,,,,"52.4741033,13.4247486",52.4741033,13.4247486,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
144,11,Kinderladen Konfetti,"Gleditschstraße 40, 10781 Berlin",10781,,,,"52.4931256,13.3549256",52.4931256,13.3549256,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Eltern-Initiativ-Kindertagesstätte Konfetti e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
145,02,Kinderladen Knulp,"Jahnstraße 4, 10967 Berlin",10967,,,,"52.488962,13.4193256",52.488962,13.4193256,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kinderladen Knulp e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
146,01,Kleine Panther,"Aachener Straße 43, 10713 Berlin",10713,,,,"52.4821056,13.3187851",52.4821056,13.3187851,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kleine Panther e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
147,05,Kleine Himmelswolke,"Türkenstraße 5, 13349 Berlin",13349,,,,"52.553932,13.3485096",52.553932,13.3485096,Mitte,Mitte,Kleine Himmelswolke e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
148,07,EKT - Kleiner Fratz e.V.,"Triftstraße 27B, 13127 Berlin",13127,,,,"52.6123847,13.4300645",52.6123847,13.4300645,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
149,11,Kleine Ungeheuer,"Vorbergstraße 2, 10823 Berlin",10823,,,,"52.4888867,13.357571",52.4888867,13.357571,Tempelhof-Schöneberg,Tempelhof-Schöneberg,EKT - Kleine Ungeheuer e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
150,05,Kleckerburg,"Kirchstraße 22, 10557 Berlin",10557,,,,"52.5236836,13.3494722",52.5236836,13.3494722,Mitte,Mitte,EIKITA Kleckerburg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
151,02,Kinderladen Klara Kirschkern,"Nostitzstraße 25, 10961 Berlin",10961,,,,"52.4900288,13.3899857",52.4900288,13.3899857,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
152,05,Kinderladen Klapperkiste,"Soldiner Straße 33, 13359 Berlin",13359,,,,"52.5594199,13.3842856",52.5594199,13.3842856,Mitte,Mitte,EKT Klapperkiste e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
153,11,EKT - Kita-Verein Lichtenrade Ost e.V.,Unknown,0,,,,"52.3943929,13.4191773",52.3943929,13.4191773,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
154,06,EKT - Kita Karlsgartenstraße e.V.,"Schillerpromenade 29, 12049 Berlin",12049,,,,"52.4749504,13.4231777",52.4749504,13.4231777,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
155,12,EKT - Kita am Karpfenteich /Clara Petudio e.V.,Unknown,0,,,,"52.4834596,13.4693681",52.4834596,13.4693681,Treptow-Köpenick,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
156,11,EKT - Kitaverein Mücke e.V.,Unknown,0,,,,"52.4491,13.3818",52.4491,13.3818,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
157,11,Lichtenrader Dreckspatzen,"Lintruper Straße 57, 12305 Berlin",12305,,,,"52.4086097,13.4028819",52.4086097,13.4028819,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Lichtenrader Dreckspatzen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
158,11,Kinderladen Lilo Leopard,"Gotenstraße 71, 10829 Berlin",10829,,,,"52.4828936,13.3604337",52.4828936,13.3604337,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Kinderladen Lilo Leopard e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
159,06,EKT - Lima e.V.,"Weichselstraße 38, 12045 Berlin",12045,,,,"52.4883983,13.4381518",52.4883983,13.4381518,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
160,02,EKT – Lindenblüte e.V.,"Forster Straße 56, 10999 Berlin",10999,,,,"52.4959343,13.4343173",52.4959343,13.4343173,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,EKT – Lindenblüte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
161,06,Loupiot e.V.,"Fuldastraße 37, 12045 Berlin",12045,,,,"52.4861289,13.4386908",52.4861289,13.4386908,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
162,02,Kita Löwenhöhle,Unknown,0,,,,"52.4973665,13.4445658",52.4973665,13.4445658,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,EKT Löwenhöhle e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
163,01,EKT - Luftikus,Unknown,0,,,,"52.5463279,13.3183448",52.5463279,13.3183448,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
164,10,EKT - Kuschelburg e.V.,"Kniephofstraße 7, 12157 Berlin",12157,,,,"52.4600164,13.3325365",52.4600164,13.3325365,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
165,11,L'Angolino,"Ansbacher Straße 41, 10777 Berlin",10777,,,,"52.4988898,13.3406294",52.4988898,13.3406294,Tempelhof-Schöneberg,Tempelhof-Schöneberg,L'Angolino e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
166,10,EKT - Lankwitzer Spielkiste e.V.,Unknown,0,,,,"52.43606,13.34994",52.43606,13.34994,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
167,02,Leierkasten,"Muskauer Straße 43, 10997 Berlin",10997,,,,"52.5020274,13.4295554",52.5020274,13.4295554,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,EKT Leierkasten e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
168,02,EKT - Krümelmonster e.V.,Unknown,0,,,,"52.4901945,13.3795205",52.4901945,13.3795205,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
169,10,Kinderladen Kulleberga,"Altmarkstraße 26, 12169 Berlin",12169,,,,"52.4594611,13.342167",52.4594611,13.342167,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Kulleberga e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
170,02,EKT - Kulturschlüssel e.V.,10965 Berlin,10965,,,,"52.4872582,13.3940627",52.4872582,13.3940627,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
171,06,EKT - Kurdistan Kultur- und Hilfeverein e.V.,Unknown,0,,,,"52.4699402,13.4379177",52.4699402,13.4379177,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
172,07,Secret Garden,"Saarbrücker Straße 15, 10405 Berlin",10405,,,,"52.5310544,13.4130557",52.5310544,13.4130557,Pankow,Pankow,Krausnick-Eck e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
173,07,EKT - Krikelkrakel e.V.,Unknown,0,,,,"52.5715051,13.4102114",52.5715051,13.4102114,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
174,02,EKT - Kröwalda e.V.,Unknown,0,,,,"52.50161,13.43453",52.50161,13.43453,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
175,02,EKT - Krötenpfuhl e.V.,"Heimstraße 7, 10965 Berlin",10965,,,,"52.487574,13.396599",52.487574,13.396599,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
176,05,EKT - Krümelbande e.V.,Unknown,0,,,,"52.54657,13.34794",52.54657,13.34794,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
177,09,Kinderladen Krowelstraße,"Krowelstraße 33, 13581 Berlin",13581,,,,"52.5256222,13.1980422",52.5256222,13.1980422,Spandau,Spandau,Krowelstraße e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
178,05,Montessori Kinderhaus-Kolibris,"Sparrstraße 26, 13353 Berlin",13353,,,,"52.5414235,13.360182",52.5414235,13.360182,Mitte,Mitte,eventus-BILDUNG gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
179,10,Montessori Gemeinschaftshaus e.V.,"Clayallee 92, 14195 Berlin",14195,,,,"52.4596277,13.2755161",52.4596277,13.2755161,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
180,07,EKT - Mittenmang e.V.,"Christinenstraße 30, 10119 Berlin",10119,,,,"52.5324336,13.4098838",52.5324336,13.4098838,Pankow,Pankow,Eltern-Initiativ-Kindertagesstätte (EKT) Mittenmang e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
181,01,Kinderladen Felix,"Wexstraße 20, 10715 Berlin",10715,,,,"52.4790537,13.3338963",52.4790537,13.3338963,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Eikita Felix e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
182,06,EKT - Minihausen e.V.,"Mareschstraße 18, 12055 Berlin",12055,,,,"52.4741524,13.4512378",52.4741524,13.4512378,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
183,02,Schülerladen Milli Vanilli,"Fidicinstraße 19, 10965 Berlin",10965,,,,"52.4865731,13.392661",52.4865731,13.392661,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kooperationsverbund Reinhardswald Grundschule e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
184,06,Kinderhort Gropiusstadt,"Lipschitzallee 38, 12353 Berlin",12353,,,,"52.427498,13.4668977",52.427498,13.4668977,Neukölln,Neukölln,Kinderhort Gropiusstadt der Mieterinitiative HWS-Gropiusstadt e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
185,08,EKT - Maxizwerge e.V.,Unknown,0,,,,"52.6339047,13.2862307",52.6339047,13.2862307,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
186,11,Schülerladen Maulwurf e.V.,"Albrechtstraße 123, 12099 Berlin",12099,,,,"52.4606002,13.3855887",52.4606002,13.3855887,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
187,11,EKT - Marienfelde e.V.,Unknown,0,,,,"52.4070145,13.3492203",52.4070145,13.3492203,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
188,11,Kita Märchenwald,"Burgemeisterstraße 30, 12103 Berlin",12103,,,,"52.4579685,13.374465",52.4579685,13.374465,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Verein zur Errichtung und Betreibung von EKTs e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
189,01,EKT - Mappagei e.V.,"Dernburgstraße 57, 14057 Berlin",14057,,,,"52.5058571,13.283573",52.5058571,13.283573,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
190,05,Kinderladen Maluch,"Stephanstraße 17, 10559 Berlin",10559,,,,"52.5343031,13.3497287",52.5343031,13.3497287,Mitte,Mitte,Verein zur Förderung und Integration polnischer Kinder in der Berliner Gesellschaft e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
191,01,Kindertagesstätte Maikäfer,"Fraunhoferstraße 26, 10587 Berlin",10587,,,,"52.5155757,13.3184127",52.5155757,13.3184127,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kindertagesstätte Maikäfer e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
192,06,Mafalda e.V.,Unknown,0,,,,"52.4749536,13.4259728",52.4749536,13.4259728,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
193,02,EKT - Macht nix e.V.,Unknown,0,,,,"52.4888476,13.3747626",52.4888476,13.3747626,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
194,05,Kinderladen Perle,"Wilsnacker Straße 14, 10559 Berlin",10559,,,,"52.5277135,13.3516737",52.5277135,13.3516737,Mitte,Mitte,Kinderladen Perle e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
195,11,Kinderladen Pillepoppen,"Alt-Lichtenrade 100, 12309 Berlin",12309,,,,"52.3928109,13.4102691",52.3928109,13.4102691,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Pillepoppen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
196,01,EKT - Paretz e.V.,Unknown,0,,,,"52.5030644,13.3040456",52.5030644,13.3040456,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
197,01,Paul und Klärchen,"Mainzer Straße 26a, 10715 Berlin",10715,,,,"52.4800565,13.3222391",52.4800565,13.3222391,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Paul und Klärchen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
198,05,Kinderladen Berliner Stadtmäuse,Unknown,0,,,,"52.5511523,13.3400271",52.5511523,13.3400271,Mitte,Mitte,EKT Berliner Stadtmäuse e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
199,05,Kita Pädagogisches Zentrum Bissingzeile,"Bissingzeile 5, 10785 Berlin",10785,,,,"52.5042624,13.3682563",52.5042624,13.3682563,Mitte,Mitte,Kita Pädagogisches Zentrum Bissingzeile e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
200,05,"Kinderladen Panther, Tiger & Co.","Lübecker Straße 13, 10559 Berlin",10559,,,,"52.5285785,13.3455369",52.5285785,13.3455369,Mitte,Mitte,"EKT Panther, Tiger & Co. e.V.",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
201,02,Kinderladen „Die Optimisten“,"Grimmstraße 1A, 10967 Berlin",10967,,,,"52.4945776,13.4142671",52.4945776,13.4142671,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,EKT „Die Optimisten“ e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
202,06,EKT - Orgelpfeifen e.V.,Unknown,0,,,,"52.4804885,13.4464583",52.4804885,13.4464583,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
203,07,Obst und Gemüse,"Christburger Straße 41, 10405 Berlin",10405,,,,"52.5362904,13.4259284",52.5362904,13.4259284,Pankow,Pankow,EKT Obst und Gemüse e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
