kindergarten_id,district_id,name,address,postal_code,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
11,11004004,EKG - Detmolder Straße 17,Unknown,Unknown,52.4791322,13.3211029,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
12,11007007,EKG - Friedenstraße 20,Unknown,Unknown,52.4389996,13.3866799,Mariendorf,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
13,11007007,Ev. Teilzeit-Kita Goltzstraße,"Goltzstraße 33, 12307 Berlin",12307,52.3853393,13.4057689,Lichtenrade,Tempelhof-Schöneberg,Unknown,28,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
14,11012012,EKG - Gemeindezentrum Schillerhöhe,Unknown,Unknown,52.5602005,13.3607718,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
15,11004004,Kita der Evangelischen Kirchengemeinde Am Lietzensee,"Herbartstraße 4, 14057 Berlin",14057,52.504493,13.2870406,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,50,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
16,11006006,Lemmis Kreativ-Kita,"Gravelottestraße 10, 12167 Berlin",12167,52.447636,13.3274376,Steglitz,Steglitz-Zehlendorf,Kreativ-Kitas Berlin Süd gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
17,11007007,EKG - Kaiserin-Augusta-Straße 23,"Kaiserin-Augusta-Straße 23, 12103 Berlin",12103,52.4600379,13.3784317,Tempelhof,Tempelhof-Schöneberg,Evangelische Kirchengemeinde Alt-Tempelhof,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
18,11005005,Miniclub,"Kladower Damm 369, 14089 Berlin",14089,52.453963,13.144791,Kladow,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
19,11005005,Eltern-Kind-Gruppe,"Jaczostraße 54, 13595 Berlin",13595,52.5118671,13.1858413,Wilhelmstadt,Spandau,Evangelische Weinbergkirchengemeinde,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
20,11008008,EKG - Martin-Luther-King-Weg 6,Unknown,Unknown,52.4226447,13.4505383,Buckow,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
21,11004004,Kindergarten Trinitatis,"Leibnizstraße 79, 10625 Berlin",10625,52.5082915,13.3139551,Charlottenburg,Charlottenburg-Wilmersdorf,Ev. Trinitatis-Kirchengemeinde Berlin-Charlottenburg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
22,11006006,Teilzeit-KiTa Martin-Niemöller-Haus,"Pacelliallee 61, 14195 Berlin",14195,52.4594287,13.286726,Dahlem,Steglitz-Zehlendorf,Evangelische Kirchengemeinde Dahlem,18,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
23,11006006,EKG - Matterhornstraße 37,Unknown,Unknown,52.4376136,13.2192643,Schlachtensee,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
24,11004004,EKG - Nassauische Straße 66,Unknown,Unknown,52.4939543,13.3268807,,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
25,11005005,EKG - Schwanter Weg 3,Unknown,Unknown,52.55894,13.1822088,Hakenfelde,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
26,11005005,EKG - Schuckertdamm 336-338,Unknown,Unknown,52.5414858,13.267403,Siemensstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
27,11006006,Eltern-Kind-Gruppe Matthäus,"Schloßstraße 44C, 12165 Berlin",12165,52.4561079,13.3186112,Steglitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
28,11007007,EKG - Rackebüller Weg 64,Rackebüller Weg 64,Unknown,52.4053643,13.4022689,Lichtenrade,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
29,11005005,Kita der Evangelischen Kirchengemeinde Am Groß-Glienicker See,"Waldallee 3, 14089 Berlin",14089,52.4653362,13.1275935,Kladow,Spandau,Evangelische Kirchengemeinde Am Groß-Glienicker See,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
30,11007007,EKT - Abrakadabra e.V.,"Motzstraße 63, 10777 Berlin",10777,52.4947329,13.3392604,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
31,11001001,Kinderladen Ali Baba,"Waldstraße 15, 10551 Berlin",10551,52.5299838,13.3315829,Moabit,Mitte,Kinderladen Ali Baba e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
32,11008008,"Ali Baba und seine Räuber ""Löwenzahn""","Kranoldstraße 1, 12051 Berlin",12051,52.4663348,13.4363771,Neukölln,Neukölln,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
33,11006006,EKT - Ahörnchen e.V.,Unknown,Unknown,52.4603819,13.3204746,Steglitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
34,11007007,Kinderladen Affentheater,"Merseburger Straße 5, 10823 Berlin",10823,52.4878741,13.3526806,Schöneberg,Tempelhof-Schöneberg,Affentheater e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
35,11001001,Arche Moabit,"Huttenstraße 31, 10553 Berlin",10553,52.529794,13.3156844,Moabit,Mitte,Arche Moabit e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
36,11007007,Kinderladen Atze + Co.,"Wilhelmshöher Straße 9, 12161 Berlin",12161,52.4726664,13.3246757,Friedenau,Tempelhof-Schöneberg,Atze + Co. e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
37,11008008,Altenbraker Kinderladen,Unknown,Unknown,52.4713145,13.4318601,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
38,11008008,Feldmäuse an der Hasenheide,"Lichtenrader Straße 11, 12049 Berlin",12049,52.4770404,13.419956,Neukölln,Neukölln,Kinderladen an der Hasenheide e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
39,11006006,Kinderladen Blumenladen,"Moltkestraße 47, 12203 Berlin",12203,52.4459867,13.3079431,Lichterfelde,Steglitz-Zehlendorf,EKT-Blumenladen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
40,11004004,Kita Bollerwagen,"Sophie-Charlotten-Straße 83b, 14059 Berlin",14059,52.5141335,13.2895477,Charlottenburg,Charlottenburg-Wilmersdorf,Kita Bollerwagen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
41,11002002,EKT - Brausepulver e.V.,"Urbanstraße 6, 10961 Berlin",10961,52.4939862,13.4015118,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
42,11002002,EKT - Bunte Mischung e.V.,"Böckhstraße 47-48, 10967 Berlin",10967,52.4942784,13.4172573,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
43,11008008,"Kinderladen ""Lieblingsmenschen""","Nogatstraße 24, 12051 Berlin",12051,52.4693894,13.4316805,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
44,11007007,Kinderladen Berliner Malbüro,"Mainauer Straße 6, 12161 Berlin",12161,52.4758505,13.3258095,Friedenau,Tempelhof-Schöneberg,EKT Berliner Malbüro e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
45,11003003,Kita Billabong,"Greifenhagener Straße 14, 10437 Berlin",10437,52.5466679,13.4152842,Prenzlauer Berg,Pankow,Billabong 02 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
46,11012012,EKT - Das EI,Unknown,Unknown,52.575228,13.3545645,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
47,11002002,EKT - Combo e.V.,10965 Berlin,10965,52.4874788,13.3936034,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
48,11002002,EKT - Der kleine Horrorladen e.V.,Unknown,Unknown,52.4941875,13.4189042,,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
49,11011011,EKT - Das tapfere Schneiderlein,Unknown,Unknown,52.4883261,13.5243187,Karlshorst,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
50,11001001,Cocorico et Co,"Kluckstraße 29, 10785 Berlin",10785,52.5027488,13.3614793,Tiergarten,Mitte,Cocorico et Co e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
51,11004004,CIP Kita Theo Tintenklecks,"Mierendorffstraße 21, 10589 Berlin",10589,52.5238536,13.302174,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
52,11004004,Sonnenblume,"Christstraße 42, 14059 Berlin",14059,52.5167272,13.2932159,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
53,11005005,EKT - Die Knöpfe,Unknown,Unknown,52.5557638,13.204318,Hakenfelde,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
54,11008008,Die Kinkies,"Weisestraße 4, 12049 Berlin",12049,52.4796947,13.4230255,Neukölln,Neukölln,EKT Die Kinkies e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
55,11002002,Kinderladen Monumentenbande,"Monumentenstraße 16, 10965 Berlin",10965,52.4876781,13.3742344,Kreuzberg,Friedrichshain-Kreuzberg,Kinderladen Monumentenbande e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
56,11006006,EKT - Die Maulwürfe,Unknown,Unknown,52.4173,13.3225,Lichterfelde,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
57,11007007,Kita Tulpen,Unknown,Unknown,52.4856076,13.3636921,Schöneberg,Tempelhof-Schöneberg,Selbsthilfeprojekt für Frauen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
58,11004004,Kinderladen Die Lauser,"Koblenzer Straße 7, 10715 Berlin",10715,52.4801079,13.3214015,Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderladen Die Lauser e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
59,11001001,Kita SilberStern,"Stettiner Straße 56, 13357 Berlin",13357,52.5527052,13.3846057,Gesundbrunnen,Mitte,SEHstern e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
60,11012012,Die Igelkinder,"Am Bärensprung 36, 13503 Berlin",13503,52.6106394,13.2474774,Heiligensee,Reinickendorf,EKT Die Igelkinder e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
61,11008008,Kinderladen Igelkinder,"Sandsteinweg 25A, 12349 Berlin",12349,52.4172709,13.4016881,Buckow,Neukölln,TÄKS e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
62,11009009,EKT - Die Grünspechte e.V.,Unknown,Unknown,52.4624775,13.5884247,Köpenick,Treptow-Köpenick,Unknown,15,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
63,11003003,Domino,"Lychener Straße 21, 10437 Berlin",10437,52.5423844,13.4158361,Prenzlauer Berg,Pankow,Deutsch-Französiche Kita Domino e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
64,11007007,Kita 'Wilde 13',"Fritz-Reuter-Straße 8, 10827 Berlin",10827,52.4803423,13.348152,Schöneberg,Tempelhof-Schöneberg,TÄKS e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
65,11005005,EKT - Die Seeburg e.V.,Unknown,Unknown,52.5261266,13.1805079,Wilhelmstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
66,11007007,Schülerladen Minipfiff,Unknown,Unknown,52.4902508,13.3517878,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
67,11007007,Kita Rosen,"Albertstraße 14-18, 10827 Berlin",10827,52.4839742,13.3537357,Schöneberg,Tempelhof-Schöneberg,SHP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
68,11001001,EKT - Die Ministerne e.V.,"Sternstraße 9, 13359 Berlin",13359,52.5650507,13.3898943,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
69,11003003,Pankis,"Heinrich-Böll-Straße 1, 13156 Berlin",13156,52.5876141,13.4027318,Niederschönhausen,Pankow,Die Pankis gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
70,11003003,EKT - Erdnuckel e.V.,"Choriner Straße 30, 10435 Berlin",10435,52.5357939,13.4099167,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
71,11001001,EKT Eisbär,"Sparrstraße 20, 13353 Berlin",13353,52.5422522,13.3594564,Wedding,Mitte,Verein zur Förderung integrativer Erziehung e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
72,11003003,Elfenland,"Pasteurstraße 15, 10407 Berlin",10407,52.5336213,13.433538,Prenzlauer Berg,Pankow,Elfenland e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
73,11002002,Deutsch-Türkischer Kinderklub,"Nostitzstraße 6, 10961 Berlin",10961,52.4933173,13.3908463,Kreuzberg,Friedrichshain-Kreuzberg,EKT - Elterninitiative Deutsch-Türkischer Kinderklub e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
74,11011011,Kita „Sonnenhof“,"Archenholdstraße 72, 10315 Berlin",10315,52.5037708,13.5007695,Rummelsburg,Lichtenberg,Kindervereinigung Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
75,11011011,Kita „Erlenhof“,"Kraetkestraße 18, 10315 Berlin",10315,52.5045355,13.5076773,Friedrichsfelde,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
76,11004004,Kinderladen Eichhörnchen,"Harbigstraße 14, 14055 Berlin",14055,52.5032947,13.2637921,Westend,Charlottenburg-Wilmersdorf,Eikita Eichhörnchen e.V.,18,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
77,11004004,Kinderladen Eichkatzweg,"Eichkatzweg 11, 14055 Berlin",14055,52.4957971,13.2661489,Westend,Charlottenburg-Wilmersdorf,EKT Eichkatzweg 11 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
78,11005005,EKT - Dreiecke und Kreise e.V.,Unknown,Unknown,52.5477809,13.208227,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
79,11004004,EKT - Droysen-Mäuse e.V.,Unknown,Unknown,52.5010503,13.3022633,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
80,11001001,Integrationskinderladen Drunter & Drüber,"Stromstraße 58, 10551 Berlin",10551,52.5275438,13.3429994,Moabit,Mitte,EKT - Heilpädagogischer Integrationskinderladen Drunter & Drüber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
81,11004004,Drunter und Drüber,"Neufertstraße 12, 14059 Berlin",14059,52.5176797,13.2942317,,Charlottenburg-Wilmersdorf,Drunter und Drüber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
82,11001001,Kila Frecher Spatz,"Elberfelder Straße 18, 10555 Berlin",10555,52.5216126,13.3356677,Moabit,Mitte,Frecher Spatz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
83,11005005,EKT - Förderverein christlicher Kindererziehung e.V.,Unknown,Unknown,52.5164659,13.1952586,Wilhelmstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
84,11004004,Kinderladen Flitzpiepen,"Holtzendorffstraße 14, 14057 Berlin",14057,52.5049186,13.2948594,Charlottenburg,Charlottenburg-Wilmersdorf,Kinderladen Flitzpiepen e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
85,11001001,Katz&Kedi Kinderladen,"Jagowstraße 28, 10555 Berlin",10555,52.5234054,13.3338166,Moabit,Mitte,Verein Frecher Spatz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
86,11004004,EKT - Firlefanz e.V.,Unknown,Unknown,52.505181,13.2993874,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
87,11007007,Kindertagesstätte Fidibus,Unknown,Unknown,52.4929437,13.3518427,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
88,11004004,EKT - Georg-Wilhelm-Kindergruppe e.V.,"Joachim-Friedrich-Straße 48, 10711 Berlin",10711,52.496684,13.2957982,Halensee,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
89,11003003,Kinderladen Garuda,"Kreuzstraße 5, 13187 Berlin",13187,52.5687747,13.3978691,Pankow,Pankow,Garuda e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
90,11004004,Kinderladen Charlottenburg,"Galvanistraße 14, 10587 Berlin",10587,52.5190368,13.3158255,Charlottenburg,Charlottenburg-Wilmersdorf,EKT Galvanistaße 14 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
91,11009009,Der Friedrichshagener Kinderladen,"Drachholzstraße 2, 12587 Berlin",12587,52.4527716,13.6266929,Friedrichshagen,Treptow-Köpenick,Der Friedrichshagener Kinderladen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
92,11008008,EKT - Hasenreiter e.V.,"Herrfurthplatz 4, 12049 Berlin",12049,52.4775212,13.4215214,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
93,11004004,Kita Canicas,"Friedbergstraße 41, 14057 Berlin",14057,52.5036346,13.2922663,Charlottenburg,Charlottenburg-Wilmersdorf,canicas e. V,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
94,11002002,EKT Herzlichtgarten e.V.,"Hasenheide 51, 10967 Berlin",10967,52.489024,13.4105247,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
95,11012012,Schubarts Lieblingskinder,"Schubartstraße 44, 13509 Berlin",13509,52.5838052,13.3035453,Borsigwalde,Reinickendorf,Lieblingskinder gemeinnützige UG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
96,11006006,EKT - Hort der Rudolf-Steiner-Schule e.V.,Unknown,Unknown,52.4560187,13.2746532,Dahlem,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
97,11004004,EKT - Hoppel-Poppel,"Galvanistraße 15, 10587 Berlin",10587,52.5187405,13.315822,Charlottenburg,Charlottenburg-Wilmersdorf,EKT - Hoppel-Poppel e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
98,11002002,EKT - Hollerbusch e.V.,"Reichenberger Straße 99, 10999 Berlin",10999,52.4932341,13.4389039,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
99,11012012,EKT - Hokus Pokus e.V.,Unknown,Unknown,52.5860307,13.2803308,Tegel,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
100,11003003,EKT - Grashüpfer e.V.,Unknown,Unknown,52.5462692,13.4103826,Prenzlauer Berg,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
101,11007007,Kinderladen Großstadtpflänzchen,"Cranachstraße 39/40, 12157 Berlin",12157,52.4643766,13.34284,Schöneberg,Tempelhof-Schöneberg,EKT Großstadtpflänzchen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
102,11002002,Kinderladen Guten Tag Kinder,"Fürbringerstraße 27, 10961 Berlin",10961,52.493261,13.3958986,Kreuzberg,Friedrichshain-Kreuzberg,Guten Tag Kinder e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
103,11006006,Kindergarten Happy Kids,"Gritznerstraße 33, 12163 Berlin",12163,52.4633618,13.3158886,Steglitz,Steglitz-Zehlendorf,Happy Kids gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
104,11004004,EKT - Grünes Nashorn e.V.,Unknown,Unknown,52.5134717,13.2803332,Westend,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
105,11002002,EKT - Känguruh e.V.,"Urbanstraße 6, 10961 Berlin",10961,52.4939637,13.4016768,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
106,11002002,Kinderladen Kalle Kirschkern,"Fidicinstraße 32, 10965 Berlin",10965,52.4869227,13.3914611,Kreuzberg,Friedrichshain-Kreuzberg,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
107,11004004,EKT - Kantis Kinder-Klub e.V.,Unknown,Unknown,52.4703256,13.2926302,Schmargendorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
108,11004004,Kita Karamell,"Gierkezeile 42, 10585 Berlin",10585,52.5177009,13.3025462,Charlottenburg,Charlottenburg-Wilmersdorf,EKT - Karamell e.V.,23,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
109,11004004,EKT - Kartoffelladen e.V.,Unknown,Unknown,52.5134536,13.2929372,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
110,11002002,Katzbachpiraten,"Katzbachstraße 19, 10965 Berlin",10965,52.4870863,13.3760192,Kreuzberg,Friedrichshain-Kreuzberg,Katzbachpiraten e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
111,11012012,EKT - Hort im Märkischen Viertel e.V.,Unknown,Unknown,52.6001576,13.3649076,Märkisches Viertel,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
112,11001001,EKT - Jo Jo e.V.,"Schwedenstraße 3a, 13357 Berlin",13357,52.5550696,13.37608,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
113,11004004,Kita Cheburashka,"Mindener Straße 11, 10589 Berlin",10589,52.5253589,13.2988279,Charlottenburg,Charlottenburg-Wilmersdorf,Cheburashka gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
114,11007007,Kita Ebersstraße,"Ebersstraße 68, 10827 Berlin",10827,52.4792962,13.3502442,Schöneberg,Tempelhof-Schöneberg,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
115,11007007,Kita Lauterstraße 30,"Lauterstraße 30, 12159 Berlin",12159,52.4744996,13.3355502,Friedenau,Tempelhof-Schöneberg,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
116,11006006,Kinderladen Kasymir,"Menckenstraße 1, 12169 Berlin",12169,52.4583781,13.3315085,Steglitz,Steglitz-Zehlendorf,Kasymir e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
117,11006006,EKT - Kinderhaus Schönow e.V.,Unknown,Unknown,52.413267,13.2609157,Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
118,11005005,EKT - Kinderhaus Gruberzeile e.V.,Unknown,Unknown,52.5476783,13.2049266,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
119,11001001,Kita Kindersorpresa,"Schwedter Straße 29, 10435 Berlin",10435,52.536391,13.406703,Prenzlauer Berg,Mitte,Kita Kindersorpresa e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
120,11004004,KiBest Die Kita,"Nehringstraße 16A, 14059 Berlin",14059,52.5138401,13.2945968,Charlottenburg,Charlottenburg-Wilmersdorf,Kinderbegegnungsstätte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
121,11002002,Kinder aus Kreuzberg,Unknown,Unknown,52.5004737,13.4294707,Kreuzberg,Friedrichshain-Kreuzberg,EKT Kinder aus Kreuzberg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
122,11004004,EKT - Kinderladen Purzelbaum e.V.,Unknown,Unknown,52.510792,13.3136549,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
123,11004004,Kindergruppe Hasensprung,"Koenigsallee 35, 14193 Berlin",14193,52.4872433,13.2710587,Grunewald,Charlottenburg-Wilmersdorf,Kindergruppe Hasensprung e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
124,11004004,Kinderladen Mainzelmännchen,"Mainzer Straße 25, 10715 Berlin",10715,52.4800607,13.3228931,Wilmersdorf,Charlottenburg-Wilmersdorf,Kinderladen Mainzelmännchen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
125,11004004,EKT - Kindergarten am Schloß Charlottenburg,"Eosanderstraße 13, 10587 Berlin",10587,52.5204769,13.3018566,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
126,11002002,Kinderladen Kinderbüro,"Scharnweberstraße 33, 10247 Berlin",10247,52.5129861,13.4624114,Friedrichshain,Friedrichshain-Kreuzberg,Kinderbüro e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
127,11004004,Kinderland,"Wilhelmsaue 18, 10715 Berlin",10715,52.485661,13.3242685,Wilmersdorf,Charlottenburg-Wilmersdorf,EKT - Kinderland e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
128,11007007,Kinderspielkreis Alboinplatz,"Alboinstraße 113, 12105 Berlin",12105,52.4581963,13.3698397,Tempelhof,Tempelhof-Schöneberg,Kinderspielkreis Alboinplatz e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
129,11007007,"Kinderladen ""Villa Kunterbunt""","Kurfürstenstraße 114, 12105 Berlin",12105,52.4458057,13.3680752,Mariendorf,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
