trip_id,arrival_time,departure_time,route_id,service_id,direction_id,agency_id,route_short_name,route_type,agency_name,agency_url,stop_lat,stop_lon,zone_id
262718831,13:58:00,13:58:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.176475,13.141332,"4052_fürstenberg_(havel),_schule"
262718830,14:40:00,14:40:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718830,14:45:00,14:45:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718830,14:48:00,14:48:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718830,14:50:00,14:50:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718830,14:52:00,14:52:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718830,14:54:00,14:54:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718830,14:55:00,14:55:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.18523,13.144512,"4052_fürstenberg_(havel),_markt"
262718830,14:58:00,14:58:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.176475,13.141332,"4052_fürstenberg_(havel),_schule"
262718841,6:16:00,6:16:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718841,6:21:00,6:21:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718841,6:24:00,6:24:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718841,6:26:00,6:26:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718841,6:28:00,6:28:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718841,6:30:00,6:30:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718833,15:36:00,15:36:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
